GRID_1K_CD,pop,emp,pc_in
다바7853,47,25,0.0119
다바7854,38,3,0.0004
다바7855,65,5,0.0032
다바7856,20,23,0.004
다바7857,29,171,0.0545
다바7858,178,42,0.0199
다바7859,59,429,0.1584
다바7860,5,1664,0.6316
다바7861,157,103,0.0505
다바7862,172,78,0.0306
다바7863,237,50,0.031
다바7864,84,13,0.0151
다바7865,201,50,0.0171
다바7866,102,40,0.0099
다바7867,5,0,0.0004
다바7868,0,0,0.0
다바7869,33,4,0.0028
다바7870,41,0,0.0008
다바7871,58,5,0.0024
다바7872,59,40,0.0115
다바7873,69,15,0.004
다바7874,16,153,0.0438
다바7875,0,0,0.0
다바7876,1,0,0.0004
다바7877,107,11,0.0072
다바7878,74,61,0.0418
다바7879,243,675,0.3391
다바7880,84,42,0.0271
다바7881,69,87,0.0306
다바7882,385,252,0.0768
다바7883,181,195,0.0752
다바7884,19,229,0.0685
다바7885,178,135,0.0661
다바7886,60,3137,1.5525
다바7887,209,113,0.0585
다바7888,456,74,0.033
다바7889,12184,1434,0.4426
다바7890,13561,4180,1.5465
다바7891,5228,861,0.3717
다바7892,157,248,0.0931
다바7893,124,152,0.0744
다바7894,92,327,0.1166
다바7895,987,138,0.0669
다바7896,32,219,0.0692
다바7897,72,11,0.0099
다바7898,305,232,0.1023
다바7899,116,360,0.3088
다바7900,24,12,0.004
다바7901,81,156,0.033
다바7902,56,105,0.0462
다바7903,28,66,0.0203
다바7904,125,42,0.0139
다바7905,13,531,0.1962
다바7906,108,921,0.2726
다바7907,2819,698,0.115
다바7908,287,143,0.0537
다바7909,64,8,0.002
다바7910,103,33,0.0052
다바7911,25,10,0.002
다바7912,100,20,0.006
다바7913,19,0,0.0004
다바7914,4,0,0.0
다바7915,0,0,0.0
다바7916,0,0,0.0
다바7917,0,0,0.0
다바7918,11,9,0.0024
다바7919,17,5,0.0012
다바7920,0,0,0.0
다바7921,3,0,0.0
다바7922,0,0,0.0
다바7923,112,114,0.0378
다바7924,65,159,0.0808
다바7925,99,187,0.1051
다바7926,72,65,0.0048
다바7927,126,23,0.0064
다바7928,173,49,0.0227
다바7929,43,95,0.031
다바7930,1037,1466,0.6419
다바7931,0,0,0.0052
다바7932,1926,297,0.1492
다바7933,918,3159,1.4876
다바7934,6228,2865,1.2218
다바7935,1588,180,0.072
다바7936,6791,577,0.1608
다바7937,828,39,0.0418
다바7938,215,498,0.2225
다바7939,388,1143,0.6312
다바7940,111,74,0.0259
다바7941,101,87,0.0342
다바7942,90,86,0.0211
다바7943,154,109,0.0497
다바7944,224,35,0.0175
다바7945,66,18,0.0052
다바7946,48,83,0.031
다바7947,88,15,0.0056
다바7948,130,14,0.0056
다바7949,43,337,0.1445
다바7950,311,255,0.1019
다바7951,60,1015,0.4199
다바7952,84,38,0.0111
다바7953,40,45,0.0096
다바7954,50,5,0.0024
다바7955,12,5,0.0012
다바7956,109,390,0.1544
다바7957,44,19,0.0092
다바7958,167,24,0.0092
다바7959,61,218,0.0919
다바7960,220,736,0.3912
다바7961,25,428,0.1755
다바7962,467,70,0.0302
다바7963,1106,104,0.0541
다바7964,70,5,0.0048
다바7965,22,0,0.0012
다바7966,105,19,0.0076
다바7967,131,38,0.0103
다바7968,74,117,0.0406
다바7969,116,108,0.0338
다바7970,88,18,0.0072
다바7971,30,209,0.0115
다바7972,86,5,0.0036
다바7973,59,14,0.0036
다바7974,50,8,0.0135
다바7975,4,8,0.0012
다바7976,6,3,0.002
다바7977,0,0,0.0
다바7978,3,0,0.0004
다바7979,32,57,0.0386
다바7980,5,5,0.0
다바7981,122,23,0.0084
다바7982,125,14,0.008
다바7983,262,153,0.0458
다바7984,67,205,0.0963
다바7985,115,1010,0.4601
다바7986,2511,1205,0.5401
다바7987,951,764,0.2778
다바7988,213,346,0.1341
다바7989,5166,6080,3.1181
다바7990,8823,3281,1.2827
다바7991,2037,1202,0.281
다바7992,1163,559,0.2189
다바7993,160,47,0.0151
다바7994,92,67,0.0143
다바7995,182,218,0.0665
다바7996,121,110,0.045
다바7997,72,308,0.1226
다바7998,151,110,0.0414
다바7999,37,5,0.0016
다바8000,29,5,0.0016
다바8001,47,36,0.0024
다바8002,105,14,0.0143
다바8003,2,0,0.0
다바8004,83,11,0.0008
다바8005,30,147,0.0581
다바8006,44,230,0.1194
다바8007,70,56,0.0474
다바8008,35,9,0.0024
다바8009,4,3,0.0207
다바8010,2,0,0.0004
다바8011,4,0,0.0
다바8012,8,8,0.0008
다바8013,22,3,0.0016
다바8014,0,0,0.0
다바8015,0,0,0.0
다바8016,0,0,0.0056
다바8017,0,0,0.0
다바8018,36,34,0.0099
다바8019,0,0,0.0
다바8020,0,0,0.0
다바8021,0,0,0.0
다바8022,0,0,0.0
다바8023,1,0,0.0
다바8024,58,22,0.0072
다바8025,164,104,0.0298
다바8026,129,263,0.0732
다바8027,143,39,0.0163
다바8028,123,120,0.0633
다바8029,3365,1110,0.384
다바8030,14687,2496,0.7804
다바8031,2591,2095,0.9619
다바8032,0,0,0.0
다바8033,0,74,0.0848
다바8034,2,0,0.0103
다바8035,0,0,0.0
다바8036,30,4,0.0028
다바8037,0,0,0.0159
다바8038,721,246,0.1186
다바8039,319,130,0.0633
다바8040,2258,937,0.347
다바8041,137,280,0.1086
다바8042,190,237,0.0314
다바8043,996,192,0.0963
다바8044,1519,805,0.1763
다바8045,1077,475,0.1297
다바8046,2945,283,0.1198
다바8047,251,194,0.039
다바8048,54,99,0.0434
다바8049,104,75,0.0434
다바8050,36,26,0.0088
다바8051,47,45,0.0115
다바8052,9,17,0.0048
다바8053,54,3,0.0016
다바8054,0,0,0.0
다바8055,19,37,0.0115
다바8056,115,80,0.0374
다바8057,54,230,0.0513
다바8058,205,50,0.0267
다바8059,331,666,0.2861
다바8060,0,0,0.0143
다바8061,1,248,0.1055
다바8062,241,1240,0.0207
다바8063,618,485,0.8011
다바8064,30,3,0.0004
다바8065,1,0,0.0
다바8066,0,0,0.0096
다바8067,40,5,0.0016
다바8068,44,5,0.0012
다바8069,88,5,0.0064
다바8070,22,0,0.0
다바8071,0,0,0.0
다바8072,148,47,0.0131
다바8073,3,6,0.0064
다바8074,81,12,0.0036
다바8075,3,10,0.0008
다바8076,0,0,0.0004
다바8077,10,0,0.0016
다바8078,32,17,0.0064
다바8079,10,3,0.0016
다바8080,0,0,0.0
다바8081,2,0,0.0008
다바8082,23,3,0.0012
다바8083,54,5,0.002
다바8084,157,164,0.0959
다바8085,47,173,0.0915
다바8086,248,74,0.0302
다바8087,233,174,0.0744
다바8088,313,37,0.0135
다바8089,1796,3726,0.632
다바8090,2802,461,0.6889
다바8091,43,39,0.0203
다바8092,261,45,0.0298
다바8093,391,149,0.0689
다바8094,100,85,0.049
다바8095,84,206,0.0458
다바8096,20,38,0.0175
다바8097,25,8,0.0032
다바8098,55,19,0.0052
다바8099,85,14,0.0044
다바8100,1,0,0.0036
다바8101,9,3,0.002
다바8102,153,75,0.0199
다바8103,67,3,0.0004
다바8104,10,5,0.0024
다바8105,69,64,0.0247
다바8106,35,5,0.0008
다바8107,34,7,0.002
다바8108,67,26,0.0123
다바8109,36,5,0.0024
다바8110,45,8,0.0028
다바8111,56,12,0.0028
다바8112,211,18,0.0123
다바8113,3,0,0.0
다바8114,2,42,0.0099
다바8115,122,72,0.0191
다바8116,1205,1070,0.4656
다바8117,4,178,0.0927
다바8118,373,488,0.1851
다바8119,0,184,0.0
다바8120,0,0,0.0
다바8121,155,99,0.0322
다바8122,2,9,0.0028
다바8123,120,42,0.0235
다바8124,62,27,0.0159
다바8125,94,25,0.0092
다바8126,44,14,0.0076
다바8127,155,124,0.0092
다바8128,45,14,0.006
다바8129,37,11,0.002
다바8130,3186,294,0.1086
다바8131,14443,6643,2.3879
다바8132,1513,230,0.084
다바8133,0,166,0.0
다바8134,0,4,0.002
다바8135,0,10,0.0052
다바8136,0,0,0.0673
다바8137,0,0,0.0
다바8138,165,79,0.0175
다바8139,44,7,0.0012
다바8140,176,60,0.0231
다바8141,119,393,0.0828
다바8142,451,1467,0.5003
다바8143,12577,3348,0.8361
다바8144,7506,2709,1.0578
다바8145,5579,3553,1.1143
다바8146,1357,435,1.4435
다바8147,258,779,0.082
다바8148,763,98,0.0669
다바8149,75,28,0.0096
다바8150,9,0,0.0016
다바8151,37,12,0.0024
다바8152,2,3,0.0008
다바8153,3,3,0.0012
다바8154,0,0,0.0
다바8155,0,0,0.0
다바8156,27,3,0.0032
다바8157,12,65,0.0231
다바8158,9,136,0.0784
다바8159,132,61,0.0215
다바8160,89,502,0.3168
다바8161,176,363,0.0438
다바8162,1253,437,0.3096
다바8163,270,171,0.0852
다바8164,73,73,0.0219
다바8165,4,23,0.0103
다바8166,2,0,0.0016
다바8167,0,0,0.0
다바8168,0,0,0.0
다바8169,9,3,0.0
다바8170,1,0,0.0
다바8171,0,0,0.0
다바8172,4,58,0.0231
다바8173,1,3,0.0
다바8174,5,3,0.0004
다바8175,57,5,0.0016
다바8176,27,0,0.0
다바8177,1,0,0.0
다바8178,13,3,0.0008
다바8179,60,9,0.0056
다바8180,0,0,0.0
다바8181,0,0,0.0
다바8182,0,0,0.0
다바8183,6,3,0.0008
다바8184,7,117,0.0
다바8185,0,0,0.0
다바8186,46,215,0.0442
다바8187,23,0,0.0
다바8188,60,11,0.0048
다바8189,347,145,0.0589
다바8190,1883,400,0.1548
다바8191,155,365,0.1488
다바8192,107,450,0.1313
다바8193,88,216,0.088
다바8194,163,82,0.0458
다바8195,83,274,0.2165
다바8196,117,76,0.0183
다바8197,71,5,0.0123
다바8198,37,8,0.0024
다바8199,74,17,0.0064
다바8200,10,3,0.0004
다바8201,19,8,0.0032
다바8202,33,130,0.0374
다바8203,147,67,0.0844
다바8204,83,8,0.0012
다바8205,14,0,0.0
다바8206,116,11,0.0056
다바8207,10,0,0.0
다바8208,2,0,0.0
다바8209,28,11,0.0044
다바8210,73,51,0.0267
다바8211,6,0,0.0
다바8212,48,76,0.0382
다바8213,105,124,0.0398
다바8214,181,295,0.1166
다바8215,4605,3328,0.6328
다바8216,8005,1886,1.2572
다바8217,4290,2083,0.3164
다바8218,763,402,0.1393
다바8219,3498,176,0.1118
다바8220,8740,960,0.3271
다바8221,11893,2350,0.8855
다바8222,2028,105,0.0812
다바8223,196,243,0.0509
다바8224,50,20,0.008
다바8225,0,0,0.0
다바8226,78,9,0.0008
다바8227,80,3,0.0028
다바8228,19,0,0.0008
다바8229,9,0,0.0
다바8230,35,3,0.0008
다바8231,10219,3159,1.2715
다바8232,4755,3134,1.256
다바8233,5822,3065,1.2496
다바8234,0,0,0.004
다바8235,0,13,0.0004
다바8236,0,8,0.0028
다바8237,0,29,0.0103
다바8238,21,3,0.0008
다바8239,4,0,0.0016
다바8240,33,26,0.0044
다바8241,35,0,0.0004
다바8242,23,3,0.0012
다바8243,532,342,0.3928
다바8244,3902,3060,1.2055
다바8245,2318,665,0.3725
다바8246,1578,601,0.3367
다바8247,78,777,0.2396
다바8248,133,898,0.4111
다바8249,121,38,0.0159
다바8250,6,0,0.0004
다바8251,0,0,0.0
다바8252,6,28,0.0111
다바8253,8,0,0.0012
다바8254,0,0,0.0
다바8255,12,0,0.0
다바8256,14,83,0.0302
다바8257,49,33,0.0048
다바8258,28,196,0.0712
다바8259,81,118,0.0394
다바8260,22,183,0.0752
다바8261,34,13,0.0183
다바8262,376,649,0.2141
다바8263,386,280,0.1079
다바8264,18,9,0.002
다바8265,0,0,0.0
다바8266,4,0,0.0
다바8267,0,0,0.0
다바8268,3,3,0.0
다바8269,2,3,0.0012
다바8270,11,28,0.0068
다바8271,5,0,0.0004
다바8272,0,0,0.0
다바8273,1,0,0.0
다바8274,8,0,0.0004
다바8275,9,0,0.0
다바8276,2,0,0.0
다바8277,43,15,0.0036
다바8278,0,0,0.0
다바8279,0,0,0.0
다바8280,0,0,0.0
다바8281,0,0,0.0
다바8282,11,8,0.0016
다바8283,2,0,0.0
다바8284,43,14,0.0024
다바8285,7,5,0.0008
다바8286,172,129,0.0601
다바8287,321,176,0.0529
다바8288,288,48,0.0207
다바8289,128,256,0.0227
다바8290,73,42,0.0215
다바8291,146,3,0.004
다바8292,58,129,0.0541
다바8293,129,41,0.0255
다바8294,56,25,0.0099
다바8295,45,4,0.0012
다바8296,226,603,0.1186
다바8297,63,21,0.006
다바8298,25,3,0.0024
다바8299,55,3,0.0008
다바8300,9,21,0.0103
다바8301,17,0,0.0012
다바8302,42,7,0.0032
다바8303,165,419,0.08
다바8304,330,187,0.0553
다바8305,65,11,0.006
다바8306,48,0,0.0032
다바8307,13,0,0.0004
다바8308,60,3,0.002
다바8309,17,5,0.0072
다바8310,2614,635,0.2754
다바8311,9991,4113,1.6731
다바8312,2968,919,0.4744
다바8313,314,1329,0.3244
다바8314,41,49,0.0223
다바8315,618,2418,0.9826
다바8316,775,2189,0.7259
다바8317,189,189,0.0752
다바8318,5637,3920,1.5469
다바8319,14341,6226,2.4639
다바8320,8216,2461,1.4506
다바8321,11025,4942,2.038
다바8322,925,2762,0.1039
다바8323,68,19,0.0064
다바8324,0,423,0.0
다바8325,1,0,0.0004
다바8326,64,12,0.0016
다바8327,112,14,0.0056
다바8328,0,0,0.0
다바8329,9,0,0.0
다바8330,86,8,0.0052
다바8331,747,104,0.0724
다바8332,5843,374,0.0804
다바8333,7901,1318,0.3821
다바8334,0,0,0.0
다바8335,0,0,0.0016
다바8336,0,0,0.0
다바8337,2,0,0.0151
다바8338,96,3,0.0036
다바8339,59,61,0.0219
다바8340,8,0,0.0016
다바8341,22,11,0.0064
다바8342,58,5,0.0028
다바8343,230,79,0.0271
다바8344,465,62,0.0291
다바8345,83,41,0.0271
다바8346,10252,475,0.2225
다바8347,7030,727,0.324
다바8348,43,2083,1.0745
다바8349,152,317,0.1727
다바8350,106,13,0.0155
다바8351,13,302,0.1098
다바8352,12,5,0.0
다바8353,47,5,0.0016
다바8354,21,3,0.0008
다바8355,91,9,0.002
다바8356,5,0,0.002
다바8357,51,8,0.002
다바8358,32,44,0.0151
다바8359,2,9,0.0024
다바8360,35,367,0.1624
다바8361,81,98,0.0322
다바8362,663,251,0.1914
다바8363,166,142,0.1019
다바8364,50,89,0.0211
다바8365,143,14,0.004
다바8366,58,22,0.002
다바8367,93,65,0.0354
다바8368,97,16,0.0135
다바8369,34,25,0.0099
다바8370,113,8,0.0052
다바8371,75,38,0.0115
다바8372,23,0,0.0012
다바8373,2,0,0.0
다바8374,12,0,0.0
다바8375,0,0,0.0
다바8376,4,0,0.0
다바8377,38,11,0.0036
다바8378,24,163,0.047
다바8379,42,3,0.0
다바8380,25,3,0.0
다바8381,1,0,0.0
다바8382,12,3,0.0056
다바8383,139,37,0.0068
다바8384,90,13,0.0159
다바8385,68,5,0.0088
다바8386,48,32,0.0076
다바8387,251,196,0.0685
다바8388,92,157,0.0692
다바8389,29,42,0.0131
다바8390,120,102,0.031
다바8391,335,52,0.0143
다바8392,87,187,0.047
다바8393,34,148,0.0601
다바8394,172,48,0.0127
다바8395,129,114,0.033
다바8396,22,11,0.0028
다바8397,31,12,0.0048
다바8398,107,15,0.0223
다바8399,112,8,0.0036
다바8400,0,0,0.0
다바8401,0,0,0.0
다바8402,18,11,0.0036
다바8403,6,3,0.0008
다바8404,55,23,0.0187
다바8405,57,0,0.0012
다바8406,40,3,0.0044
다바8407,34,5,0.0024
다바8408,52,9,0.0044
다바8409,62,63,0.0326
다바8410,9390,1532,0.4871
다바8411,13464,3102,1.3408
다바8412,2890,1058,0.1297
다바8413,786,419,0.1612
다바8414,1136,176,0.0784
다바8415,8119,513,0.1946
다바8416,3758,1098,0.6208
다바8417,4001,1540,0.747
다바8418,2096,1037,0.4497
다바8419,7127,1929,0.8318
다바8420,1439,2318,0.8819
다바8421,7057,726,0.3184
다바8422,0,0,0.353
다바8423,0,0,0.0
다바8424,0,3,0.0
다바8425,0,0,0.0
다바8426,16,0,0.0
다바8427,10,9,0.0012
다바8428,38,9,0.0012
다바8429,52,3,0.0008
다바8430,63,5,0.0008
다바8431,86,71,0.0219
다바8432,5415,844,0.1648
다바8433,2542,1862,0.714
다바8434,0,0,0.0
다바8435,0,0,0.0
다바8436,0,0,0.0024
다바8437,9,322,0.1082
다바8438,50,3036,0.4827
다바8439,295,454,0.1755
다바8440,338,113,0.047
다바8441,386,107,0.033
다바8442,92,193,0.0306
다바8443,66,3,0.0326
다바8444,206,12,0.0044
다바8445,1124,577,0.2137
다바8446,810,429,0.1914
다바8447,8832,2040,0.9014
다바8448,4089,4451,1.4781
다바8449,39,4681,0.4859
다바8450,169,5,0.004
다바8451,0,13,0.0
다바8452,0,0,0.0
다바8453,82,55,0.0302
다바8454,38,30,0.0096
다바8455,33,8,0.0052
다바8456,0,0,0.0
다바8457,1,0,0.0
다바8458,46,32,0.0179
다바8459,45,37,0.0314
다바8460,58,127,0.0279
다바8461,60,3,0.0028
다바8462,35,10,0.0008
다바8463,13,73,0.0064
다바8464,6,0,0.0008
다바8465,26,8,0.0016
다바8466,2,5,0.0008
다바8467,59,8,0.0032
다바8468,9,0,0.0036
다바8469,79,20,0.0036
다바8470,0,0,0.0
다바8471,4,9,0.0068
다바8472,17,0,0.0012
다바8473,0,0,0.0
다바8474,27,0,0.002
다바8475,54,3,0.0
다바8476,37,3,0.0004
다바8477,78,5,0.0012
다바8478,2,0,0.0004
다바8479,29,3,0.0012
다바8480,8,7,0.0032
다바8481,25,3,0.0012
다바8482,9,0,0.0
다바8483,13,0,0.0012
다바8484,4,0,0.0
다바8485,12,3,0.0004
다바8486,19,3,0.0004
다바8487,21,5,0.0032
다바8488,68,77,0.0553
다바8489,463,305,0.0967
다바8490,3082,462,0.2213
다바8491,224,71,0.0271
다바8492,92,30,0.0064
다바8493,12,90,0.0402
다바8494,1,33,0.006
다바8495,4,0,0.0
다바8496,110,32,0.0099
다바8497,44,26,0.008
다바8498,43,22,0.0068
다바8499,79,56,0.0402
다바8500,27,17,0.002
다바8501,82,85,0.0187
다바8502,228,64,0.1222
다바8503,13,202,0.0028
다바8504,122,31,0.0088
다바8505,153,188,0.0573
다바8506,457,483,0.1357
다바8507,66,41,0.0048
다바8508,42,20,0.0052
다바8509,14,19,0.0068
다바8510,13242,1170,0.4318
다바8511,14817,6268,2.3787
다바8512,9979,4214,1.8152
다바8513,1535,567,0.148
다바8514,6855,5252,1.8976
다바8515,13030,2968,1.1123
다바8516,15904,3119,1.3957
다바8517,16845,11345,5.3938
다바8518,11343,4921,4.6918
다바8519,5844,3476,1.2596
다바8520,230,1619,0.5826
다바8521,70,45,0.0306
다바8522,0,0,0.0
다바8523,2025,215,0.3287
다바8524,2235,226,0.4318
다바8525,2,0,0.0
다바8526,0,0,0.0
다바8527,12,3,0.0004
다바8528,27,3,0.0008
다바8529,120,20,0.0032
다바8530,33,0,0.0016
다바8531,71,115,0.0127
다바8532,3,0,0.004
다바8533,18,92,0.0084
다바8534,0,140,0.043
다바8535,1,20,0.0302
다바8536,8,0,0.0004
다바8537,116,528,0.2014
다바8538,115,506,1.3937
다바8539,56,279,0.0287
다바8540,34,106,0.0275
다바8541,61,19,0.0068
다바8542,82,167,0.0923
다바8543,73,1067,0.4294
다바8544,137,11,0.004
다바8545,57,0,0.0004
다바8546,108,52,0.0231
다바8547,1014,95,0.0505
다바8548,332,626,0.3829
다바8549,67,1952,2.8292
다바8550,169,81,0.0414
다바8551,100,57,0.0159
다바8552,1,92,0.0402
다바8553,12,45,0.0247
다바8554,20,5,0.0024
다바8555,24,0,0.0
다바8556,38,23,0.0064
다바8557,47,3,0.0
다바8558,20,7,0.0016
다바8559,19,8,0.004
다바8560,28,25,0.006
다바8561,5,0,0.0
다바8562,57,5,0.0072
다바8563,94,25,0.0111
다바8564,110,15,0.0119
다바8565,13,25,0.0008
다바8566,48,0,0.002
다바8567,14,8,0.0012
다바8568,75,3,0.0032
다바8569,3,4,0.0004
다바8570,3,0,0.0
다바8571,16,5,0.0028
다바8572,0,0,0.0
다바8573,0,0,0.0
다바8574,50,8,0.0032
다바8575,8,57,0.0
다바8576,60,52,0.0151
다바8577,0,29,0.0076
다바8578,0,0,0.0
다바8579,41,11,0.0103
다바8580,8,0,0.0004
다바8581,2,0,0.0004
다바8582,11,953,0.074
다바8583,11,3,0.0004
다바8584,53,3,0.0024
다바8585,68,3,0.0008
다바8586,23,0,0.0
다바8587,38,11,0.0036
다바8588,6,3,0.0032
다바8589,48,26,0.0072
다바8590,284,47,0.0068
다바8591,34,163,0.0183
다바8592,212,77,0.0621
다바8593,69,40,0.0096
다바8594,145,5,0.0036
다바8595,15,7,0.0048
다바8596,27,3,0.0004
다바8597,0,0,0.0
다바8598,14,0,0.0004
다바8599,28,110,0.0418
다바8600,0,0,0.0
다바8601,18,5,0.002
다바8602,14,8,0.0004
다바8603,39,21,0.0048
다바8604,78,5,0.0028
다바8605,75,0,0.0012
다바8606,56,48,0.0259
다바8607,80,56,0.0402
다바8608,14,10,0.0048
다바8609,139,28,0.0203
다바8610,874,57,0.0163
다바8611,10346,4006,1.6417
다바8612,11296,4454,1.5342
다바8613,13661,1028,0.3614
다바8614,5163,797,0.3172
다바8615,2996,719,0.2806
다바8616,11040,1672,0.8779
다바8617,8530,10621,4.09
다바8618,9548,4627,1.4041
다바8619,181,6184,0.558
다바8620,4623,1135,0.5675
다바8621,6347,2650,1.26
다바8622,4,638,0.2149
다바8623,53,17,0.0008
다바8624,55,9,0.0008
다바8625,0,0,0.0
다바8626,0,0,0.0
다바8627,0,200,0.1421
다바8628,76,5,0.0044
다바8629,101,8,0.0032
다바8630,24,0,0.0
다바8631,203,63,0.0159
다바8632,7,5,0.0004
다바8633,83,34,0.0123
다바8634,1,0,0.0
다바8635,46,5,0.0036
다바8636,645,29,0.0195
다바8637,116,219,0.0792
다바8638,23,102,0.0215
다바8639,15,100,0.0577
다바8640,76,27,0.0155
다바8641,32,210,0.0732
다바8642,55,449,0.1795
다바8643,59,390,0.1548
다바8644,28,441,0.1735
다바8645,1060,326,0.1258
다바8646,951,88,0.0478
다바8647,24,65,0.0251
다바8648,54,30,0.0127
다바8649,315,356,0.035
다바8650,62,304,0.158
다바8651,71,5,0.004
다바8652,13,108,0.0529
다바8653,1,235,0.1365
다바8654,98,8,0.0068
다바8655,21,0,0.0016
다바8656,29,39,0.0107
다바8657,3,72,0.0346
다바8658,56,354,0.1592
다바8659,40,1168,0.2993
다바8660,50,171,0.0756
다바8661,32,0,0.0012
다바8662,17,15,0.0012
다바8663,37,3,0.0088
다바8664,172,209,0.0497
다바8665,50,16,0.0024
다바8666,32,5,0.0024
다바8667,38,13,0.002
다바8668,2,0,0.0
다바8669,2,0,0.0004
다바8670,0,0,0.0
다바8671,31,5,0.0004
다바8672,42,0,0.0016
다바8673,0,0,0.0
다바8674,22,3,0.0008
다바8675,19,0,0.0012
다바8676,60,33,0.0135
다바8677,0,0,0.0
다바8678,45,0,0.0012
다바8679,1,0,0.0
다바8680,50,0,0.0008
다바8681,11,5,0.0012
다바8682,32,0,0.0
다바8683,5,0,0.0
다바8684,0,0,0.0
다바8685,35,0,0.0008
다바8686,82,5,0.0024
다바8687,109,26,0.0099
다바8688,49,8,0.002
다바8689,122,21,0.0072
다바8690,20,7,0.006
다바8691,0,0,0.0
다바8692,74,92,0.0462
다바8693,116,84,0.0557
다바8694,18,3,0.0016
다바8695,13,463,0.4071
다바8696,36,4,0.0016
다바8697,50,3,0.0012
다바8698,18,3,0.0016
다바8699,1,51,0.0306
다바8700,38,122,0.0573
다바8701,4,0,0.0008
다바8702,0,0,0.0
다바8703,0,0,0.0
다바8704,18,37,0.0147
다바8705,14,3,0.0
다바8706,0,0,0.0
다바8707,0,0,0.0
다바8708,11,27,0.0092
다바8709,15,0,0.0024
다바8710,102,187,0.0724
다바8711,11283,1280,0.5938
다바8712,1927,1017,0.5265
다바8713,15,325,0.7852
다바8714,3,0,0.0004
다바8715,202,256,0.154
다바8716,2023,648,0.3096
다바8717,12462,6412,2.8706
다바8718,9815,2313,5.0913
다바8719,65,5768,0.95
다바8720,20,2400,2.6836
다바8721,99,4419,1.1068
다바8722,60,1816,0.946
다바8723,0,0,0.0
다바8724,0,0,0.0
다바8725,0,0,0.0
다바8726,3,0,0.0008
다바8727,58,292,0.0617
다바8728,5304,286,0.0752
다바8729,15,792,0.3641
다바8730,30,171,0.0585
다바8731,10,0,0.0024
다바8732,0,8,0.0048
다바8733,84,1659,0.7884
다바8734,56,156,0.0637
다바8735,27,95,0.0302
다바8736,1542,309,0.1202
다바8737,717,274,0.1098
다바8738,85,454,0.2432
