O_GID,D_GID,VOL
라마8544,라마8338,158.2
다사5850,다사5850,158.12
나라8610,나라8610,157.8
라마8290,라마8290,157.65
다사4642,다사4542,157.29
다사4648,다사4947,157.08
다사4942,다사4942,157.04
다바9414,다바9414,156.76
다사6323,다사6323,156.34
마마7427,마마7526,156.3
다사4643,다사4643,156.12
다사2436,다사2436,155.76
다사2939,다사2939,155.74
다라4084,다라4084,155.57
다사5860,다사5860,155.51
다사6016,다사6113,155.15
다사4742,다사4742,155.09
다바6097,다바6093,155.05
다사6152,다사6151,154.96
다라3568,다라3469,154.86
다바8816,다바8916,154.81
다사2735,다사2735,154.73
다사2741,다사2741,154.57
다사6850,다사6850,154.52
다사5250,다사5351,154.44
다사4844,다사4844,154.36
라마5593,라마5593,154.28
마마7425,마마7425,154.0
다사3943,다사3943,153.19
다사6112,다사6112,153.15
마마1321,마마1322,153.06
다사5853,다사5853,153.01
다사4833,다사4833,152.92
다사5131,다사5132,152.64
마마7322,마마7322,152.53
다사6642,다사6643,152.47
다사5744,다사5744,152.41
다사3045,다사3045,152.34
다사5951,다사5951,152.27
다사5131,다사5131,152.21
다사5130,다사5130,152.21
다사6043,다사6043,152.18
다사4644,다사4644,152.02
다사6053,다사6053,151.76
다사2433,다사2433,151.71
다사5333,다사5333,151.59
다사9917,다사9816,151.58
다사6737,다사6737,151.4
다사4856,다사4856,151.25
라마3643,라마3743,151.12
마라3879,마라3879,150.98
다사2530,다사2530,150.78
마사4740,마사4739,150.68
다사4543,다사4543,150.54
다사3445,다사3445,150.45
다사6956,다사6956,150.41
다사5029,다사4929,150.34
다사3546,다사3646,150.24
다사5552,다사5552,150.24
다사7037,다사7037,150.19
다사6012,다사6113,149.95
마마6781,마마6781,149.73
마마7425,마마7525,149.37
다바7833,다바7833,148.52
마라2979,마라2378,148.31
다사6111,다사6113,148.1
다사4853,다사4853,147.91
다사3143,다사3143,147.47
마마3604,마마3604,147.25
다나0599,다나0599,147.13
다사5150,다사5149,146.88
라마8338,라마8338,146.56
다사6052,다사6052,146.45
마마6886,마마6886,146.34
다사5251,다사5351,146.29
다사5644,다사5644,145.9
다사5651,다사5651,145.89
다사3133,다사3133,145.74
다사4944,다사4943,145.61
다사2556,다사2556,145.54
마라4692,마라4692,145.52
다사3645,다사3646,145.48
다사5858,다사5858,145.13
마라5287,마라5287,144.61
다사4845,다사4947,144.57
다사6648,다사6547,144.56
다사6849,다사6848,144.44
다사4241,다사4241,144.01
마마1321,마마1321,144.01
다라3470,다라3469,143.83
다사5033,다사5132,143.73
라마9765,라마9765,143.51
다사3545,다사3646,143.44
라마8643,라마8544,143.39
다사5749,다사5749,143.28
다사5452,다사5352,143.09
다사2448,다사2448,143.08
다사5919,다사5920,142.92
다사4932,다사5132,142.88
다나1274,다나1273,142.87
다사6545,다사6545,142.83
다바8818,다바8918,142.77
다사5149,다사5352,142.67
다사6161,다사6161,142.56
다사5232,다사5132,142.35
다사6054,다사6054,142.29
다사4752,다사4752,142.21
다바6770,다바6571,142.19
마마7322,마마7225,142.15
다사4946,다사4947,142.12
다사5752,다사5452,141.93
마라5186,마라5186,141.88
라사3826,라사3826,141.85
다바7934,다바7833,141.75
다사3249,다사3249,141.6
다사4642,다사4643,141.47
다사5750,다사5750,141.41
마라4682,마라4682,141.29
마라5288,마라5288,141.2
다사5622,다사5622,141.01
다사4955,다사4955,140.94
다사6045,다사6145,140.61
마라4389,마라4389,140.05
라라9687,라라9687,139.94
다사4149,다사4149,139.64
다사4449,다사4947,139.28
마라1889,마라1889,139.08
다사6162,다사6161,139.06
다사4248,다사4248,138.89
다사3545,다사3545,138.73
다사7351,다사7351,138.58
마라4387,마라4388,137.72
다사6151,다사6151,137.71
마마0165,마마0165,137.42
다사4857,다사4857,137.37
다사5759,다사5759,137.12
마라4285,마라4284,136.14
다사6358,다사6358,136.08
라마6092,라마5593,135.83
마라2494,마라2494,135.69
다마6708,다마6708,135.64
다사5818,다사6017,135.59
다마5373,다마5273,135.48
다사6349,다사6349,135.11
다사4745,다사4745,135.04
마마0964,마마0964,134.96
마라4494,마라4494,134.95
다사2647,다사2647,134.86
다사4151,다사4151,134.75
나라9639,나라9639,134.67
다사5847,다사5847,134.55
다사5443,다사5443,134.51
마마1321,마마1323,134.48
다마4229,다마4130,134.43
다사6856,다사6856,134.34
마라3879,마라3979,134.34
다사6349,다사6348,134.34
다바6969,다바6969,134.21
다사5919,다사5919,134.2
다사6749,다사6749,134.17
다사9520,다사9520,134.02
다사4928,다사4929,133.68
다라5374,다라5374,133.32
다사5142,다사5944,133.31
다바9852,다바9852,133.2
다사6117,다사6017,133.14
다사3644,다사3646,133.01
다사4943,다사5844,132.96
다바6730,다바6730,132.92
다바7735,다바7833,132.7
다사6212,다사6113,132.64
마마0264,마마0264,132.31
마마0065,마마0065,132.06
마마3603,마마3604,131.99
다사6625,다사6625,131.9
다사9816,다사9816,131.89
다사5433,다사5433,131.88
다사4124,다사4124,131.74
다사4641,다사4642,131.54
다사5818,다사5818,131.48
다마6654,다마6654,131.44
다사3645,다사3645,131.29
라마9866,라마9866,131.19
다사5760,다사5760,131.12
다라4290,다라4290,131.08
다사6748,다사6547,131.07
다바9349,다바9349,130.99
다바9017,다바8916,130.93
라마9262,라마9262,130.92
다사5250,다사5451,130.92
마바6990,마바6989,130.92
다사2740,다사2740,130.78
다바6870,다바6571,130.48
다사4855,다사4855,130.47
다사5845,다사5845,130.43
다사6632,다사6632,130.41
다사4351,다사4947,130.27
다사6844,다사6844,130.2
라마9471,라마9471,130.17
라마7788,라마7890,130.16
마마5104,마마5204,130.12
다사5151,다사5151,129.87
다사6455,다사6455,129.84
마마7526,마마7526,129.77
다사4942,다사5844,129.73
다사4747,다사4647,129.41
다사4545,다사4545,129.12
다사5754,다사5754,129.12
다사6144,다사6144,129.02
다사4852,다사4852,128.91
다사6116,다사6017,128.9
다사6157,다사6157,128.8
다사6529,다사6530,128.52
다사5423,다사5423,128.41
다사4124,다사4024,128.35
마라4496,마라4496,128.19
다라3570,다라3470,128.08
다사4023,다사4023,128.08
마바0741,마바0941,128.04
다바8915,다바8915,127.97
나라9739,나라9638,127.61
마바0741,마바0741,127.61
다사4447,다사4947,127.51
다바9122,다바9021,127.5
마마1059,마마1059,127.23
다바6870,다바6870,127.19
다사3240,다사3240,127.11
라마8544,라마8643,127.03
다사2260,다사2260,126.99
다사6738,다사6738,126.83
마마3603,마마3603,126.8
다라0998,다라0998,126.7
라마7788,라마7788,126.64
다바7835,다바7834,126.62
다사5645,다사5645,126.4
다바9546,다바9546,126.21
다사4547,다사4947,126.09
마라4887,마라4887,125.84
라마3743,라마3743,125.81
다사6479,다사6479,125.68
라사3726,라사3726,125.51
다사5756,다사5756,125.5
다사5850,다사5851,125.48
라마9571,라마9571,125.36
다바8447,다바8449,125.36
다사5032,다사5032,125.35
다사5133,다사5132,125.31
다사7349,다사7349,125.3
다사6743,다사6643,125.3
다사3952,다사3952,124.77
다사3661,다사3661,124.61
다사4157,다사4157,124.36
마마0164,마마0164,124.27
다사3644,다사3744,124.15
다사3738,다사3737,123.87
다사6088,다사6089,123.84
다사5819,다사5819,123.82
라바6143,라바6244,123.78
다바9025,다바9025,123.7
라마9865,라마9765,123.66
다사3737,다사3738,123.6
다나1273,다나1273,123.54
마마5563,마마5563,123.53
마라0254,마라0255,123.43
다사5551,다사5551,123.32
다사2342,다사2342,123.25
다사6529,다사6528,122.92
마라0254,마라0254,122.89
다사6842,다사6842,122.81
다바8915,다바8815,122.71
다사6734,다사6734,122.71
다사3565,다사3565,122.65
다바9013,다바8917,122.64
다사5233,다사5132,122.64
다사7151,다사7151,122.59
다사6544,다사6544,122.58
다사6148,다사6148,122.21
다사6412,다사6412,122.03
다사3562,다사3562,122.02
라마7788,라마7989,121.94
라라0161,라라0161,121.76
라사8509,라사8509,121.57
라마2025,라마2025,121.55
다사4331,다사4331,121.53
다사6021,다사6021,121.48
라라7564,라라7564,121.46
다사2538,다사2538,121.28
라마9666,라마9666,121.17
다사1643,다사1643,121.14
다사4541,다사4541,121.11
라마9572,라마9572,121.06
다사5970,다사5970,120.94
다사4348,다사4348,120.88
마라4490,마라4490,120.7
다사5029,다사5030,120.17
다사6519,다사6519,120.15
다사5150,다사5150,120.05
라마9062,라마9062,119.98
다사9943,다사9943,119.93
마라3979,마라3979,119.92
다나1374,다나1273,119.91
다바8448,다바8448,119.7
다바9314,다바9314,119.59
다사6160,다사6160,119.54
다사5844,다사5944,119.52
마라0353,마라0254,119.49
다사2946,다사2946,119.2
다사6749,다사6748,119.19
다사5229,다사5229,119.14
다사6261,다사6261,119.14
다사3140,다사3140,119.11
다바9517,다바9517,119.07
다바8926,다바9124,119.07
다사4743,다사4743,119.03
다사5944,다사5844,118.98
다사5027,다사5128,118.92
다사6456,다사6456,118.92
다바8926,다바8926,118.87
라사4225,라사4326,118.85
다사5642,다사5642,118.66
다바9114,다바9114,118.66
마라4291,마라4291,118.62
다마5473,다마5473,118.59
마라5288,마라5287,118.4
다사6737,다사7137,118.33
다사6011,다사6011,118.17
마사4839,마사4739,118.11
마라1990,마라1990,118.04
라마9763,라마9763,117.96
다사5542,다사5542,117.85
라라9791,라라9791,117.78
다사6324,다사6324,117.74
다사7251,다사7251,117.7
다사6255,다사6255,117.57
마라5287,마라5387,117.4
다사6528,다사6528,117.39
다사2646,다사2646,117.38
다사3039,다사2940,117.37
다사6747,다사6747,117.35
다바8817,다바8916,117.33
다사5851,다사5452,117.26
다사4345,다사4345,117.19
다사5041,다사5041,117.16
다사4742,다사4542,117.01
다사3847,다사3847,116.97
다사3243,다사3243,116.96
다사3746,다사3646,116.94
라사2084,라사2084,116.92
다사4646,다사4646,116.91
다사3847,다사3646,116.79
다바7890,다바7989,116.75
다사5343,다사5443,116.58
다사4746,다사4746,116.57
마라5287,마라4887,116.52
다라3786,다라3685,116.46
다사4344,다사4344,116.45
다사4643,다사4642,116.42
라라1761,라라1760,116.36
다바6670,다바6571,116.35
다사4748,다사4947,116.35
다사6748,다사6848,116.32
마사2475,마사2475,116.32
다마5373,다마5473,116.28
다바9115,다바8917,116.18
다사4125,다사4024,116.11
라마9362,라마9362,116.08
라마9361,라마9362,116.02
다사4745,다사4947,115.87
마라4388,마라4389,115.8
다사6634,다사6634,115.8
다사4020,다사4020,115.67
다사5150,다사5451,115.65
다마6959,다마6959,115.54
라바3887,라바3887,115.46
다사5917,다사6017,115.41
다사2339,다사2339,115.32
다바7834,다바7934,115.24
다사4803,다사4803,115.21
다바9016,다바9016,115.21
라마9157,라마9157,115.18
다사5030,다사4929,115.1
다사5252,다사5252,115.08
다사6841,다사6841,114.95
다사4956,다사4956,114.92
다사5033,다사5033,114.91
마라0255,마라0254,114.86
라라0262,라라0262,114.79
다바6080,다바6080,114.79
다바8131,다바8131,114.69
다사4957,다사5352,114.69
다바9447,다바9447,114.68
다사5851,다사5451,114.56
다사5045,다사5046,114.55
라라8451,라라8451,114.46
다사5343,다사5343,114.42
다사5142,다사6045,114.41
다사5145,다사5145,114.23
라사2084,라사1986,114.22
다사9716,다사9816,114.22
라마8454,라마8454,114.14
다사5945,다사5945,114.14
다사6533,다사6533,114.12
다바8347,다바8448,114.09
다사7038,다사7037,114.05
라바6144,라바6143,114.05
다사6312,다사6312,114.03
마라4489,마라4489,114.02
다사5621,다사5621,113.88
라사4225,라사4225,113.88
다사5743,다사5743,113.87
다사5027,다사5027,113.74
다라0997,다라0998,113.67
마마0062,마마0062,113.66
다사6370,다사6370,113.52
다사5029,다사5128,113.41
다사3327,다사3126,113.4
다사2360,다사2260,113.32
마라4186,마라4185,113.18
다사5744,다사5844,113.17
다사6214,다사6214,113.16
다바7831,다바7833,113.14
다사5127,다사5127,113.11
다사5854,다사5854,113.07
다사4640,다사4642,113.06
다사6252,다사6252,113.01
다마5273,다마5273,112.96
라라9687,라라9790,112.89
다사5853,다사5452,112.84
다사4746,다사4847,112.82
다라4290,다라4091,112.78
라사4225,라사4025,112.78
다사5520,다사5520,112.7
다사4946,다사4946,112.55
다사4321,다사4321,112.52
다사6643,다사6642,112.49
다사3128,다사3126,112.47
다사6533,다사6633,112.46
다바8511,다바8512,112.22
다사4547,다사4647,112.21
다사5953,다사5953,112.15
마마1060,마마1060,112.07
다사5846,다사5846,112.0
다사5916,다사6016,111.93
다사6064,다사6064,111.92
라라5986,라라5687,111.74
다바7933,다바7833,111.72
다사6248,다사6348,111.66
다사4159,다사4159,111.6
다사5148,다사5148,111.54
다사3463,다사3463,111.53
라라5376,라라5376,111.51
다사5442,다사5442,111.4
다바9613,다바9613,111.39
다사5444,다사5444,111.37
다사6849,다사6850,111.24
다사5943,다사5943,111.2
마마5105,마마5204,111.2
다사3130,다사3126,111.19
다사5757,다사5757,111.18
다바6767,다바6767,111.18
다사6114,다사6113,111.15
마마6628,마마6628,110.87
다사5719,다사5719,110.85
다사6217,다사6217,110.83
다사6015,다사6015,110.8
다사6156,다사6156,110.64
다바6770,다바6770,110.62
다바6488,다바6388,110.56
라마7169,라마7069,110.55
다사6211,다사6113,110.52
마라0155,마라0057,110.37
마라0155,라라9956,110.29
다라5273,다라5374,110.18
다사4160,다사4160,110.18
다바5993,다바6093,110.04
마라4786,마라4786,109.99
다사7152,다사7152,109.83
마라3793,마라3794,109.78
다사6044,다사6045,109.77
다사5952,다사5952,109.69
마라5798,마라5798,109.65
다사3228,다사3126,109.58
다사6854,다사6854,109.56
다사4449,다사4449,109.54
마라4388,마라4387,109.49
마라4285,마라4185,109.49
다바8815,다바8917,109.44
다사4957,다사5452,109.39
다사6013,다사6114,109.24
다사5332,다사5132,109.15
다사6950,다사6950,109.15
다사4548,다사4548,109.13
다사5753,다사5752,109.08
라마9571,라마9572,108.94
다사6018,다사6018,108.75
다사6644,다사6643,108.74
다사5124,다사5124,108.61
다사5753,다사5753,108.6
다사5252,다사5351,108.45
다라4090,다라4091,108.44
다사4535,다사4535,108.44
다라3469,다라3470,108.3
라라8354,라라8451,108.24
다바4987,다바4987,108.18
다사6854,다사6855,108.17
다사3149,다사3149,108.12
라마7691,라마7691,108.11
다바7936,다바7833,108.11
라마9661,라마9661,108.1
마마0067,마마0068,108.06
다사6343,다사6343,108.06
다사6426,다사6426,108.06
다사6044,다사5944,108.01
라마7788,라마7988,108.0
다사4148,다사4148,107.95
마라0353,마라0056,107.91
라사4024,라사4025,107.9
다바8818,다바8916,107.9
다사4750,다사4850,107.89
다사5151,다사5352,107.86
다사4023,다사4024,107.85
마라1052,마라0953,107.71
마마6228,마마6228,107.7
다사5650,다사5650,107.61
라마9470,라마9470,107.55
다사2945,다사3045,107.41
마마1164,마마0964,107.4
다사5027,다사4929,107.34
다사6053,다사5953,107.31
다라4582,다라4582,107.29
다사2735,다사2833,107.25
다사6631,다사6631,107.22
다사5521,다사5521,107.18
다사6213,다사6113,107.04
다사5536,다사5536,107.02
다사5242,다사5844,107.02
다사4944,다사4947,106.92
다사6526,다사6526,106.87
다사4600,다바4799,106.76
라마9027,라마9027,106.7
마마1060,마마1059,106.68
다사4545,다사4947,106.68
다사5150,다사4847,106.65
다사5718,다사5718,106.63
다사6248,다사6149,106.62
다사3545,다사3645,106.4
다사5043,다사5043,106.39
마마7425,마마7627,106.34
다사7449,다사7449,106.27
다사5046,다사5046,106.24
다사5251,다사5352,106.23
다사3742,다사3742,106.23
다바9348,다바9348,106.18
다사5857,다사5857,106.15
다사4150,다사4150,106.06
라사2286,라사1986,105.98
다사4543,다사4643,105.87
라마9162,라마9162,105.81
라마9357,라마9257,105.77
마마1064,마마1164,105.74
다사4846,다사4847,105.7
다마9013,다마9013,105.7
다사3126,다사3126,105.6
다사4350,다사4947,105.56
다사5758,다사5758,105.54
마마7224,마마7224,105.53
마라4290,마라4290,105.52
다사5421,다사5521,105.52
라마8340,라마8338,105.49
다사5045,다사5045,105.48
다사4147,다사4147,105.48
라마9461,라마9461,105.43
마라4685,마라4685,105.3
다사4149,다사4151,105.28
마라4082,마라4082,105.26
다사3238,다사3238,105.14
다사6204,다사6204,105.1
라마3413,라마3413,105.1
다바8346,다바8448,105.1
마마6582,마마6582,105.08
마마7425,마마7626,105.0
다사3248,다사3248,104.98
다사6254,다사6254,104.91
라마9866,라마9765,104.71
다사5855,다사5855,104.61
마라4178,마라4078,104.6
다사4844,다사4947,104.6
마라0254,마라0056,104.48
다사6511,다사6511,104.46
마마6528,마마6528,104.42
마마6527,마마6428,104.41
다마2974,다마2974,104.37
라마9157,라마9257,104.31
다사5145,다사5045,104.3
다사4441,다사4441,104.18
다바8516,다바8917,104.12
다사6370,다사6371,104.02
라마9459,라마9459,104.0
다바8524,다바8724,103.89
다사4747,다사5452,103.88
마라0694,마라0792,103.86
다사3130,다사3130,103.81
다마4456,다마4456,103.53
라라9790,라라9790,103.48
마라4289,마라4389,103.35
라라1761,라라1860,103.31
마라4383,마라4283,103.3
다사5229,다사5132,103.27
다사4250,다사4250,103.25
다사5245,다사5245,103.22
다사4251,다사4251,103.21
마바0718,마바0717,103.17
라마9672,라마9572,103.14
다사5151,다사5351,103.06
라라8354,라라8354,103.05
다사6149,다사6049,103.04
다마6459,다마6559,102.96
다사2432,다사2432,102.91
다바6390,다바6093,102.83
다사3245,다사3245,102.78
다사6545,다사6546,102.68
다사4933,다사5132,102.64
마마0160,마마0160,102.57
다라0147,다라0147,102.47
다사5751,다사5651,102.47
다사4944,다사4542,102.44
마마7322,마마7526,102.39
다사5029,다사5029,102.31
다사3445,다사3646,102.31
다사4647,다사4947,102.3
다사5752,다사5652,102.27
다라0446,다라0446,102.24
다사4751,다사4751,102.19
라마9360,라마9360,102.17
마라4077,마라4078,102.07
다사5421,다사5421,101.99
다사7039,다사7137,101.98
다사4149,다사4947,101.94
마마0067,마마0067,101.88
다사4942,다사4943,101.88
다마6555,다마6555,101.87
라바7787,라바7787,101.85
마라0255,마라0255,101.84
다바6093,다바6293,101.79
마라3885,마라3885,101.75
다사5151,다사5452,101.7
마바1077,마바1077,101.62
라사2183,라사1986,101.61
다마4972,다마4972,101.55
다사6355,다사6355,101.53
마마7423,마마7526,101.48
다사3725,다사3522,101.48
다사6643,다사6644,101.47
마라4086,마라4086,101.47
마마3076,마마3070,101.39
다사5756,다사5452,101.37
라마9257,라마9257,101.37
다사4944,다사4844,101.36
다사3863,다사3863,101.32
다사5342,다사5442,101.32
다사5149,다사5452,101.17
다바8517,다바8517,101.15
다사5941,다사5941,101.1
마마6987,마마6987,101.06
다사6354,다사6353,101.05
다사6749,다사6750,100.98
다사5962,다사5962,100.96
다사6206,다사6206,100.92
다사6426,다사6425,100.9
마마0162,마마0162,100.87
라바0048,라바0048,100.86
다사2360,다사2360,100.85
마마6887,마마6887,100.77
다사5350,다사5350,100.71
다사6061,다사6061,100.67
다사5232,다사5232,100.59
마라3478,마라3478,100.59
다마6656,다마6656,100.57
다마4329,다마4130,100.54
라사3927,라사3927,100.52
나라9639,나라9638,100.51
다사6629,다사6529,100.48
다사4841,다사4841,100.46
마라0353,마라0255,100.32
라라0261,라라0161,100.24
다사2739,다사2739,100.22
마마1964,마마1964,100.2
다사9621,다사9520,100.16
다사5350,다사5351,100.09
마마1102,마마1102,100.02
마마6638,마마6738,99.95
다라0546,다라0547,99.95
마라0991,마라0590,99.89
라마9964,라마9964,99.85
마라4583,마라4584,99.83
라바8644,라바8451,99.8
다사4739,다사4739,99.71
다사5029,다사5129,99.65
다라3789,다라3685,99.46
마마0960,마마0960,99.43
다사3564,다사3564,99.43
다사5028,다사5228,99.42
다사4541,다사4542,99.41
다사6855,다사6856,99.41
마라3884,마라3884,99.4
다사2440,다사2440,99.4
마마6428,마마6428,99.38
라바7686,라바7787,99.29
라바0611,라바0612,99.22
마마0600,마라0699,99.17
다사5553,다사5553,99.13
다사5653,다사5652,99.1
라라1839,라라1839,99.05
다사5127,다사5128,99.03
다나0774,다나1273,99.01
마마5105,마마5105,99.01
다사3543,다사3543,99.0
다사2556,다사2257,99.0
마라4789,마라4887,99.0
다사6633,다사6533,99.0
마마6330,마마6330,98.99
다사6958,다사6957,98.96
다사6645,다사6645,98.96
다라0146,다라0146,98.94
다바6771,다바6571,98.94
마라4278,마라4078,98.87
다사6748,다사6747,98.72
다사6838,다사7137,98.72
다사4847,다사4947,98.72
다사4544,다사4544,98.71
다사4951,다사5051,98.7
다사6849,다사6748,98.63
다바7733,다바7834,98.61
나라9738,나라9738,98.49
다바9416,다바9416,98.48
다사6042,다사6042,98.47
다바8817,다바8918,98.38
다사6261,다사6161,98.36
다사6262,다사6161,98.32
다사6546,다사6547,98.24
라아9523,라아9422,98.19
다사6252,다사6151,98.16
다사4850,다사4850,98.02
다마5473,다마5373,98.02
다사7415,다사7415,98.0
다바9327,다바9327,97.99
다바3728,다바3728,97.99
다사5042,다사5042,97.89
다사6454,다사6455,97.86
라아9523,라아9523,97.82
라아9423,라아9422,97.76
다사5242,다사6045,97.66
다바9115,다바9115,97.63
라아9421,라아9523,97.55
다바8817,다바8817,97.52
다사5756,다사5352,97.52
다사4450,다사4847,97.51
다사3545,다사3445,97.46
다사4845,다사4845,97.41
라마9864,라마9864,97.4
다나0774,다나0774,97.39
다사4246,다사4246,97.08
마마1321,마마1223,96.92
마라0991,마라0791,96.89
