O_GID,D_GID,VOL
다사4856,다사4856,676.3
다사5251,다사5251,674.12
다사5049,다사5049,666.34
다사4932,다사4932,666.08
다사6644,다사6644,659.99
다사6043,다사6043,659.44
다사5145,다사5145,658.33
다사6210,다사6210,656.85
다사6449,다사6449,655.41
다사5350,다사5350,654.68
다사6838,다사6838,652.91
다사3143,다사3143,651.99
다사4951,다사4951,651.76
다사0541,다사0541,651.52
다사6149,다사6149,649.29
다바6730,다바6730,648.58
다사5749,다사5749,648.44
다사2433,다사2433,646.35
다사6734,다사6734,645.98
마마7425,마마7425,644.02
다사4855,다사4855,641.62
다사4542,다사4542,640.13
다사5750,다사5750,638.16
다사5755,다사5755,636.37
다사5332,다사5332,635.58
다사4157,다사4157,634.88
다사7038,다사7038,634.03
다바9122,다바9122,633.73
다사6642,다사6642,628.07
다사5451,다사5351,626.13
다사6088,다사6088,624.56
다사5443,다사5443,622.0
다사4642,다사4642,621.08
다사3644,다사3644,619.92
다사5857,다사5857,618.14
다사2740,다사2740,618.1
라마8962,라마8962,616.98
다사6148,다사6148,616.16
다사6016,다사6016,615.9
다사5858,다사5858,615.67
다라4091,다라4091,612.36
라마9564,라마9564,612.36
다사6747,다사6747,611.3
다사6217,다사6217,610.94
다사6547,다사6547,610.53
다사7251,다사7251,607.65
다사5845,다사5845,607.55
다사4853,다사4853,607.12
마라3879,마라3879,606.0
다사5850,다사5850,604.62
다사5653,다사5653,600.95
다사4545,다사4545,600.79
다사5143,다사5143,600.11
다사3738,다사3738,597.76
마라2777,마라2777,596.37
다사5743,다사5743,595.48
마마6738,마마6738,594.72
다사5651,다사5651,594.39
다사6261,다사6261,590.82
마라4081,마라4081,589.01
마마6628,마마6628,588.33
다사4742,다사4742,586.93
다사5245,다사5245,586.14
다바8915,다바8915,585.46
다사2448,다사2448,585.44
마라4185,마라4285,585.08
다사6216,다사6216,579.14
다사5945,다사5945,578.91
다사5351,다사5451,578.12
다사4548,다사4548,575.13
다사5949,다사5949,574.89
마라0991,마라0991,574.54
다사6355,다사6355,573.58
다사4640,다사4640,573.3
다사4450,다사4450,571.3
다사2735,다사2735,568.24
다사6533,다사6533,567.87
다바9349,다바9349,567.86
다사6842,다사6842,567.42
마라4283,마라4283,566.63
다바8818,다바8818,563.93
다사2840,다사2840,563.06
다사5650,다사5650,561.96
다사6841,다사6841,561.82
다사6155,다사6155,561.71
다사6052,다사6052,561.69
다사6017,다사6017,560.11
다사6950,다사6950,559.48
다사4852,다사4852,559.43
다사6243,다사6243,558.02
다사5150,다사5150,557.95
마라4494,마라4394,556.72
다사6063,다사6063,552.95
다사5030,다사5030,552.16
라마9357,라마9357,551.8
다사3943,다사3943,549.99
다사4953,다사4953,549.31
마라4290,마라4290,548.55
다사7351,다사7351,547.7
다사6544,다사6544,547.56
다사4248,다사4248,547.49
마라4387,마라4387,545.68
마라4285,마라4185,545.07
다사6737,다사6737,544.29
다사4643,다사4643,542.01
마라3791,마라3791,541.58
라마9572,라마9572,541.19
다사3760,다사3760,540.78
다사4241,다사4241,537.14
마라4682,마라4682,535.96
다사2939,다사2939,535.89
다사4752,다사4752,535.66
다마5373,다마5373,535.33
라마9863,라마9863,535.01
다사5760,다사5760,534.92
다사6749,다사6749,534.83
마라3885,마라3885,534.29
다바9213,다바9213,533.84
다사7151,다사7151,533.57
다사5846,다사5846,532.45
다사6625,다사6625,529.53
라마9864,라마9864,529.39
다사5518,다사5518,528.88
다사3133,다사3133,527.43
다사3545,다사3545,526.93
다사6738,다사6738,526.28
다사2436,다사2436,525.86
다나0699,다나0699,525.25
다사5953,다사5953,524.33
다사5452,다사5451,522.36
다사4750,다사4750,522.36
마라2979,마라2979,522.33
다사4850,다사4950,520.38
마라4786,마라4786,520.38
다사4151,다사4151,518.5
다사5944,다사5844,518.46
다사6160,다사6160,518.42
다사6323,다사6323,517.07
다사4747,다사4747,516.9
다사6528,다사6528,516.09
마라4394,마라4494,515.77
다사4449,다사4449,515.62
다사6956,다사6956,514.58
다바9017,다바9017,513.85
다사4647,다사4647,513.81
다사4751,다사4751,511.89
마라4683,마라4683,511.72
다사4441,다사4441,510.05
다사5542,다사5542,509.99
마라5288,마라5288,509.62
다사5232,다사5232,506.75
다사2647,다사2647,505.95
다사5757,다사5757,505.44
다사5536,다사5536,503.58
라마9763,라마9763,503.4
다사4348,다사4348,503.33
다사7152,다사7152,502.73
다사5759,다사5759,501.87
다사6645,다사6645,500.76
다사6349,다사6349,500.74
다사5051,다사5050,500.61
다사4122,다사4122,499.44
다바6770,다바6770,498.68
다사4641,다사4641,498.34
다사4956,다사4956,495.83
다사5452,다사5453,495.39
다사5252,다사5252,493.81
다사4844,다사4844,493.03
다사2339,다사2339,491.02
다마6060,다마6060,490.91
다사4745,다사4745,490.65
다사5844,다사5843,490.45
다사5919,다사5919,489.45
다사4645,다사4645,488.68
다사5050,다사5051,488.65
다나0599,다나0599,488.01
라마9866,라마9866,486.55
다사5451,다사5452,485.61
다사5843,다사5844,484.53
다사5942,다사5942,483.33
다사4854,다사4854,483.2
다사3643,다사3643,482.99
다사5644,다사5644,482.15
마라4790,마라4790,481.72
다사6113,다사6113,481.67
다사6844,다사6844,478.78
다바8618,다바8618,478.08
다바9317,다바9317,477.7
다사5131,다사5131,476.1
마라3793,마라3793,475.93
다사5654,다사5654,475.83
마라4284,마라4284,475.42
다사6064,다사6064,475.34
다사2660,다사2660,475.33
다사4543,다사4543,474.96
다사4847,다사4847,474.93
다사2260,다사2260,474.89
마라0255,마라0255,472.18
마마0264,마마0264,471.37
다사5342,다사5342,470.82
다사6632,다사6632,470.27
다바6870,다바6870,469.57
마마1060,마마1060,469.31
다사4847,다사4947,469.24
다사5027,다사5027,468.96
다사5343,다사5343,468.18
라마9262,라마9262,467.89
마마1321,마마1321,467.03
다사5353,다사5353,466.4
라마9571,라마9571,465.81
다사5151,다사5051,465.66
다사5049,다사5149,463.83
마라4389,마라4389,463.16
다사4250,다사4250,461.7
다바8917,다바8917,461.66
다사5855,다사5855,461.13
마마0165,마마0165,461.12
다사3045,다사3045,460.69
다사4955,다사4955,460.61
다바6968,다바6968,460.58
다사5970,다사5970,460.24
다사6350,다사6350,460.19
마라4078,마라4078,460.03
마라4496,마라4496,458.54
다사4535,다사4535,458.28
다마6457,다마6457,458.1
다사3565,다사3565,457.86
라마9964,라마9964,457.08
다사6252,다사6252,456.95
다사3564,다사3564,456.8
마마6886,마마6886,455.96
마라4291,마라4291,455.61
다바9115,다바9115,455.6
다사6358,다사6358,455.56
다사5249,다사5249,455.42
마라4684,마라4684,455.38
다사5622,다사5622,454.98
다사6055,다사6055,454.69
다사5844,다사5944,454.61
다라3469,다라3469,454.26
다사4344,다사4344,453.29
다사5642,다사5642,452.46
다사6455,다사6455,452.24
다사6255,다사6255,452.15
다사6854,다사6854,451.83
다마6654,다마6654,450.17
다사6151,다사6151,449.93
마마3603,마마3603,449.18
다사5041,다사5041,448.4
마라4394,마라4394,448.01
다사3851,다사3851,447.49
다사6446,다사6445,447.36
라마8544,라마8544,447.04
다사3149,다사3149,446.28
다사2548,다사2548,446.26
다사4351,다사4351,445.64
다사5051,다사5151,445.59
다사6446,다사6546,445.12
마마1059,마마1059,444.94
마마0261,마마0261,443.58
다사6015,다사6015,443.2
다사4159,다사4159,442.23
다사4947,다사4847,441.91
다마5273,다마5273,441.43
다사2342,다사2342,440.93
마라4490,마라4490,440.92
다사6456,다사6456,438.42
다사4947,다사4946,437.72
마라4489,마라4489,437.6
마마6887,마마6887,437.4
라마9765,라마9765,437.01
마마0960,마마0960,436.93
다사5912,다사5912,436.76
다사6156,다사6156,436.12
마마0162,마마0162,436.12
다사3847,다사3847,435.91
다사4020,다사4020,435.68
다사6527,다사6527,434.52
다사5144,다사5144,434.04
다사4648,다사4648,433.63
다사2646,다사2646,432.86
다사7349,다사7349,432.59
다사6045,다사6145,431.56
다사4644,다사4644,429.68
다사6445,다사6446,427.32
다사3249,다사3249,426.32
다사6054,다사6055,426.18
다사3952,다사3952,424.8
다바8511,다바8511,423.85
다사2946,다사2946,423.35
다사4024,다사4024,423.2
다사5548,다사5548,423.0
라마9362,라마9362,422.81
다사7449,다사7449,422.28
마마5929,마마5929,421.72
다사3661,다사3661,421.66
다사4946,다사4946,421.14
마마1102,마마1102,420.99
다사5653,다사5553,420.83
마라3794,마라3793,420.61
다사5521,다사5521,420.24
다사6149,다사6249,419.7
다사6152,다사6152,419.13
다바8926,다바8926,419.0
라마9162,라마9162,418.12
마라4785,마라4785,417.12
다사4246,다사4246,416.65
다사2941,다사2941,416.31
다사5421,다사5421,416.12
다사4150,다사4150,415.24
다사6351,다사6351,414.73
마마5105,마마5105,414.27
다사6958,다사6958,414.23
마바0741,마바0741,413.92
다사4743,다사4743,413.74
다나1198,다나1198,413.43
마마0164,마마0164,412.84
다사6856,다사6856,412.54
다바9515,다바9515,412.05
다사6145,다사6045,411.69
다라0245,다라0245,411.68
다사3566,다사3566,411.44
마라4286,마라4286,410.98
다사5816,다사5816,410.96
다바8518,다바8518,410.55
다바8916,다바8916,409.87
다바7832,다바7832,407.44
다사3240,다사3240,407.26
다사5149,다사5049,406.55
다사5758,다사5758,406.45
라마9963,라마9963,405.88
다사6546,다사6446,405.84
다사1643,다사1643,405.81
다사6021,다사6021,405.61
다사5042,다사5042,405.37
다사6837,다사6837,405.07
다마2974,다마2974,404.08
다사5941,다사5941,404.01
다바6969,다바6969,403.19
다사5045,다사5045,402.6
다사4950,다사4850,402.36
다사4739,다사4739,401.63
다사2739,다사2739,401.41
라라1761,라라1761,401.13
마라4788,마라4788,401.02
다사2638,다사2638,400.51
다사6524,다사6524,400.48
라바0048,라바0048,400.37
다바8816,다바8816,400.25
마라1889,마라1889,400.16
다사4345,다사4345,399.82
다사3245,다사3245,399.57
다사4321,다사4321,399.37
다사4646,다사4646,398.15
다사4347,다사4347,397.67
다나1273,다나1273,397.5
다사5753,다사5753,397.46
다사5853,다사5854,397.34
마라4683,마라4583,396.71
라마9471,라마9471,396.35
마마0062,마마0062,395.64
다사6159,다사6159,395.62
라마9461,라마9461,395.62
다사5554,다사5553,395.07
다사6756,다사6756,394.99
다바8517,다바8517,394.97
마마0964,마마0964,394.14
다사6144,다사6044,393.76
다사5917,다사5917,393.69
다사6479,다사6479,393.25
다사6324,다사6324,392.87
다사2556,다사2556,392.41
마마6528,마마6528,391.04
다사3130,다사3130,390.88
다마6559,다마6559,390.65
다사2538,다사2538,390.13
마마5928,마마5928,389.92
다사6061,다사6061,389.72
다사4148,다사4148,389.71
다사4933,다사4933,389.42
다사5229,다사5229,389.4
라바6143,라바6143,389.31
마마0065,마마0065,389.15
다사5943,다사5943,388.16
다사3463,다사3463,387.96
다다0901,다다0901,387.85
다사6042,다사6042,386.5
다사5331,다사5331,386.24
라라9791,라라9791,385.93
라사3826,라사3826,385.39
다사3243,다사3243,384.69
다바6093,다바6093,383.36
다사4851,다사4851,383.28
다사5854,다사5853,383.28
마라3586,마라3586,381.9
마라3879,마라3979,381.36
다사2235,다사2235,381.35
라라9193,라라9193,380.96
다사5124,다사5124,380.78
마마7322,마마7322,380.76
다사5520,다사5520,380.74
다사6425,다사6425,380.49
다사6444,다사6444,380.21
다사5033,다사5033,379.98
다바9447,다바9447,379.88
다사4540,다사4540,379.82
다사5851,다사5951,379.53
마라4583,마라4683,378.66
다사3140,다사3140,378.52
다바8817,다바8817,378.22
다사5961,다사5961,376.0
다라4084,다라4084,375.98
마라4492,마라4492,375.79
다사1044,다사1044,375.66
라라9790,라라9790,375.22
다바9348,다바9348,375.13
다사3248,다사3248,374.77
다사4946,다사4947,374.43
다사6011,다사6011,374.36
다사5242,다사5242,374.28
다사9520,다사9520,374.06
다바9356,다바9356,374.01
마마0160,마마0160,373.71
다사5349,다사5349,373.09
다사3144,다사3143,372.59
다바9414,다바9414,372.36
다바7890,다바7890,372.34
다사2439,다사2439,371.17
다사6634,다사6634,371.07
마라2494,마라2494,370.96
다사6071,다사6071,370.71
다사5322,다사5322,370.53
다사7549,다사7549,369.85
다사6742,다사6742,369.53
다사5553,다사5653,369.42
다마4972,다마4972,369.27
마라3579,마라3579,369.23
다사3470,다사3470,369.05
다사5054,다사5054,368.9
다사5920,다사5920,368.21
마마5204,마마5204,367.54
라바0611,라바0611,367.52
다사5233,다사5233,367.5
마마0063,마마0063,366.72
마마6330,마마6330,366.62
마라1990,마라1990,366.27
다사4845,다사4845,366.2
다사6519,다사6519,366.16
마라5798,마라5798,366.14
다사5545,다사5545,366.1
다바9016,다바9016,364.97
다사6249,다사6149,364.89
다사5951,다사5851,364.51
다사7834,다사7834,364.07
다사6533,다사6633,363.54
다바6388,다바6388,363.43
다사6346,다사6346,363.43
다사5544,다사5544,363.3
다사5718,다사5718,363.11
라마8762,라마8762,362.87
다사4544,다사4544,361.72
다사4951,다사5051,361.72
다바6666,다바6666,361.44
다사4160,다사4160,361.31
다라4290,다라4290,361.2
다사3143,다사3144,361.16
다사6069,다사6069,361.1
다사5231,다사5231,360.86
다사3841,다사3841,359.98
마마3803,마마3803,359.44
다사3923,다사3923,359.35
마라4390,마라4390,359.19
다사6348,다사6248,357.8
다사6112,다사6112,356.72
다사4448,다사4448,355.79
마라3679,마라3679,355.09
다사4251,다사4251,354.62
마라4491,마라4491,354.19
다사6257,다사6257,354.13
다사5333,다사5333,353.54
다라0446,다라0446,353.44
다사6841,다사6842,353.26
다사5043,다사5043,352.99
다바8516,다바8516,352.95
다사5656,다사5656,352.94
다바9517,다바9517,352.89
다사5029,다사5029,352.42
다사6046,다사6046,352.31
다사4661,다사4661,352.26
다사3742,다사3742,351.82
마라4186,마라4186,351.6
다바9546,다바9546,351.36
다사3863,다사3863,350.73
다사6044,다사6144,350.51
마라4493,마라4493,350.18
마마0067,마마0067,350.16
다사6744,다사6744,350.08
다사2747,다사2747,349.59
다사5148,다사5148,348.07
다사4158,다사4158,346.85
다마5473,다마5473,346.6
마마6781,마마6781,346.52
다사5971,다사5971,346.48
라마9157,라마9157,346.3
다사4147,다사4147,346.3
다사5956,다사5956,346.13
다사4346,다사4346,346.13
다사4951,다사4950,345.28
다사5719,다사5719,344.8
다사2440,다사2440,344.4
마라4493,마라4494,344.3
다사4755,다사4755,344.16
다사5657,다사5657,344.13
라마9459,라마9459,343.72
다마6664,다마6664,342.98
라마9056,라마9056,342.84
다사6154,다사6154,341.51
다사6920,다사6920,341.13
다사5423,다사5423,340.83
다사6448,다사6448,340.65
다사5444,다사5444,340.25
다사6748,다사6648,340.15
라라1839,라라1839,339.58
다사6070,다사6070,339.58
다사6254,다사6254,339.54
라라0161,라라0161,339.44
다사6633,다사6533,339.26
마마6228,마마6228,339.07
다사5950,다사5951,338.38
다사6530,다사6529,338.24
다마6555,다마6555,338.12
다바9357,다바9357,337.72
다사6526,다사6526,337.42
다사5955,다사5955,337.32
마라4483,마라4483,337.28
다사2741,다사2741,337.04
라마9660,라마9660,336.92
다라3685,다라3685,336.79
다사6945,다사6945,336.35
다사6743,다사6743,336.23
다바9847,다바9847,336.03
마마0863,마마0863,335.9
다사2531,다사2531,335.78
다사4861,다사4861,335.47
다사3825,다사3825,334.98
다사6648,다사6748,334.8
다바8514,다바8514,334.73
다사3445,다사3545,334.3
다사5951,다사5950,334.26
다사5352,다사5351,334.25
마마6987,마마6987,334.11
다사5962,다사5962,334.1
다사5621,다사5621,333.91
다마2672,다마2672,333.67
다바7831,다바7831,333.47
다나0499,다나0499,333.43
다사6223,다사6223,333.21
라마9258,라마9258,333.12
마라3793,마라3794,333.0
다사4859,다사4859,332.86
다마6660,다마6660,332.78
다사5752,다사5652,331.66
다사6426,다사6426,331.38
다사5543,다사5543,331.04
다사7415,다사7415,330.61
다바8131,다바8131,330.29
다사5019,다사5019,330.19
다사6345,다사6346,330.02
마라4494,마라4493,329.64
다사4942,다사4943,329.59
다사6370,다사6370,329.44
다바9214,다바9214,329.18
마라1979,마라1979,329.0
다사6045,다사6044,328.75
다사6248,다사6249,328.53
라마9257,라마9257,328.22
다바7171,다바7171,327.83
다사2548,다사2448,326.44
다사6057,다사6057,326.35
다사3927,다사3927,325.87
다사4242,다사4242,325.86
다사4929,다사4928,325.77
마라4289,마라4289,325.64
마라4498,마라4498,324.99
마라4086,마라4086,324.7
다사2432,다사2432,324.48
다사6146,다사6145,324.35
다사5761,다사5761,324.33
다사3244,다사3244,324.19
다사3543,다사3543,323.73
다사4322,다사4322,323.72
다사2448,다사2548,323.35
다사6529,다사6530,323.24
다사5145,다사5245,323.17
다사6354,다사6354,322.83
다사5319,다사5319,321.65
다사6145,다사6146,321.38
다사6146,다사6146,321.35
마라4688,마라4688,321.04
다사5644,다사5744,320.92
다사4024,다사4124,320.8
다바7734,다바7734,320.62
다사5251,다사5351,320.38
다사5551,다사5552,319.95
라바3887,라바3887,319.87
마라4286,마라4285,319.83
라마9062,라마9062,318.88
다사5130,다사5130,318.59
다사6161,다사6162,317.91
다사0542,다사0541,317.64
다사5919,다사5920,317.6
다바9852,다바9852,317.6
마라3784,마라3784,317.36
다사5127,다사5127,317.35
다사4803,다사4803,317.17
다사4125,다사4125,316.64
라마9360,라마9360,316.58
마마3604,마마3604,316.55
다사6848,다사6849,316.3
다사6631,다사6632,316.27
마마6631,마마6631,316.15
다사6245,다사6245,315.93
라마9666,라마9666,315.62
라라0262,라라0262,315.36
마라4685,마라4685,315.01
다사6049,다사5949,314.81
라사2286,라사2286,314.5
다사5652,다사5752,314.37
다사5950,다사5950,314.33
다라5374,다라5374,314.24
다사5648,다사5648,314.2
다라4582,다라4582,313.32
다바8512,다바8512,313.09
다사6248,다사6348,312.9
다다0500,다다0500,312.82
다사6511,다사6511,312.82
다사2655,다사2655,312.55
다사5044,다사5044,311.9
다바7733,다바7733,311.66
다사6957,다사6957,310.97
다사7039,다사7039,310.66
다바6390,다바6390,310.24
다바9346,다바9346,310.09
다사7761,다사7761,309.52
다마2874,다마2874,308.98
다다1403,다다1403,308.68
다사5032,다사5032,308.54
마라4383,마라4383,307.67
다사5046,다사5046,307.57
다사3544,다사3544,307.54
다사3054,다사3054,307.17
다사5859,다사5859,306.66
다사3364,다사3364,306.55
다사5119,다사5119,306.53
다사6055,다사6054,306.45
다바9952,다바9952,306.3
다사2959,다사2959,306.18
다사6849,다사6848,306.11
다사0739,다사0639,305.53
라마9865,라마9865,305.44
다사6345,다사6445,305.36
다사5245,다사5145,305.33
다사4943,다사4942,304.71
다사3238,다사3238,304.68
다사6643,다사6644,304.6
라마9464,라마9464,304.54
마라5287,마라5288,304.39
다사6748,다사6848,304.32
마라3979,마라3879,304.29
라마5593,라마5593,303.7
다마5273,다마5373,303.66
다사4950,다사5050,303.56
다사5963,다사5963,303.53
마라4689,마라4689,303.18
다사6348,다사6349,303.08
마마0961,마마0961,303.07
다마6959,다마6959,303.06
다사6632,다사6631,302.68
다사4928,다사4928,302.62
다사7348,다사7348,302.37
마마6428,마마6428,302.2
다사5051,다사4951,302.08
다사5844,다사5744,301.95
다마5373,다마5273,301.86
다사3345,다사3445,301.86
다사5052,다사5051,301.85
다사5651,다사5551,301.76
마마6582,마마6582,301.23
다라3787,다라3787,300.97
마마7176,마마7176,300.88
다사4841,다사4841,300.62
다바9025,다바9025,300.52
다사3642,다사3642,300.38
다사3545,다사3445,300.0
다사5553,다사5554,299.93
마마3502,마마3502,299.75
다사6044,다사6045,299.59
다바6365,다바6365,299.44
다사6162,다사6161,299.23
다사4124,다사4024,299.0
다사6343,다사6343,298.74
다사5351,다사5251,298.47
다사5422,다사5422,298.41
다사5949,다사6049,298.21
다사5852,다사5852,298.17
다사5351,다사5352,298.1
다사3158,다사3158,298.05
다바8911,다바8911,298.03
다사6545,다사6546,297.98
마라4285,마라4286,297.89
마라4190,마라4190,297.43
다바8815,다바8815,297.36
다사4244,다사4244,297.2
다사3327,다사3327,297.2
마라4692,마라4692,296.81
다사6171,다사6171,296.81
라마9563,라마9563,296.79
마마5204,마마5104,296.76
마라3884,마라3884,296.68
다사6848,다사6748,296.6
다바6092,다바6092,296.47
마라3880,마라3880,296.36
마라5086,마라5086,296.32
다사5817,다사5817,296.13
다바7732,다바7732,296.02
다사7861,다사7861,295.63
다바9318,다바9318,295.5
마마0265,마마0265,295.45
다사5452,다사5351,295.23
라마9962,라마9962,295.18
다사5751,다사5752,295.16
라라9892,라라9892,295.15
다사5521,다사5421,294.96
다사5243,다사5243,294.96
다사4853,다사4953,294.86
다사2360,다사2360,294.81
다사5819,다사5819,294.69
라마9960,라마9960,294.33
라마8663,라마8663,294.3
다사6249,다사6248,293.62
마라4686,마라4686,293.54
마마0166,마마0166,293.38
다사6855,다사6854,293.34
다사4928,다사4929,293.1
라마9457,라마9457,292.95
다사5918,다사5918,292.89
다사4958,다사4958,292.84
다바8030,다바8030,292.59
마라5287,마라5387,292.55
다라4686,다라4686,292.53
다바7834,다바7834,292.5
마라4789,마라4789,292.44
다사6919,다사6919,292.33
다사7251,다사7351,292.31
다사5944,다사6044,292.25
다사4945,다사4945,292.14
다사5845,다사5844,291.93
라마9961,라마9961,291.93
다사5551,다사5651,291.38
다사6051,다사6051,290.82
라마9572,라마9571,290.47
마바1240,마바1240,289.9
다사5957,다사5957,289.69
마라2497,마라2497,289.65
다사4343,다사4343,289.45
라마9259,라마9259,289.11
다사2938,다사2938,289.02
라마9458,라마9458,288.94
다바6670,다바6670,288.86
다라4887,다라4887,288.06
다마6758,다마6758,287.91
다사6529,다사6528,287.81
다사5820,다사5820,287.73
다사6056,다사6056,287.35
라마9864,라마9863,287.26
다마6558,다마6558,287.18
마라5186,마라5086,287.09
다사6644,다사6643,286.78
다사5050,다사4950,286.66
다사6528,다사6527,286.65
다사5250,다사5250,286.65
다사5320,다사5320,286.45
다사4950,다사4951,286.12
다라9863,다라9863,286.09
라바0146,라바0146,285.79
다라0146,다라0146,285.74
다사3665,다사3665,285.68
다사4539,다사4539,285.59
마라3991,마라3991,285.57
마라3479,마라3479,285.43
다사6258,다사6358,284.88
다사5155,다사5155,284.8
마마5010,마마5010,284.7
다사5944,다사5945,284.47
다사6149,다사6049,284.46
다사6842,다사6841,284.0
마라5288,마라5287,283.78
다사5353,다사5352,283.76
마마6528,마마6628,283.52
라사2183,라사2183,283.5
다사2660,다사2760,283.38
다사5862,다사5862,283.14
다사5643,다사5743,283.01
다사5945,다사6045,282.86
마마0258,마마0258,282.8
마라4291,마라4290,282.68
마라0793,마라0793,282.63
다사6643,다사6642,282.58
마마5104,마마5104,282.58
다사3445,다사3345,282.51
다사5752,다사5751,282.12
다사5744,다사5844,281.32
다사6012,다사6012,281.11
다사5421,다사5521,281.06
다사5351,다사5350,280.74
다바9015,다바9015,280.73
다바8617,다바8617,280.46
마마0860,마마0860,279.96
마라0255,마라0254,279.38
다사6943,다사6943,279.32
마마7427,마마7427,278.83
다사6049,다사6149,278.15
마마0358,마마0358,278.11
다사5351,다사5452,277.96
다사5552,다사5452,277.58
다사5247,다사5247,277.47
다사5952,다사5952,277.42
라마9863,라마9864,277.31
마라4290,마라4291,276.89
다사3563,다사3563,276.83
다사6045,다사5945,276.65
다사6633,다사6633,276.42
다사4223,다사4223,276.38
다사6153,다사6153,276.23
다바6771,다바6771,276.19
다사3725,다사3725,276.15
다사3631,다사3631,275.96
다바0664,다바0664,275.93
다사5049,다사5050,275.93
라마9664,라마9664,275.35
마마0064,마마0064,275.26
다사3345,다사3345,275.26
다사3664,다사3664,275.26
다사6204,다사6204,275.21
다사5945,다사5944,275.01
다사6445,다사6345,274.35
마라4184,마라4184,274.2
다사3953,다사3953,274.11
마라4290,마라4190,274.0
다사2631,다사2631,273.96
다사5453,다사5452,273.92
다바9418,다바9418,273.15
다사6256,다사6256,273.09
다사5856,다사5857,272.7
다사6854,다사6855,272.64
라마7591,라마7591,272.64
다사6647,다사6647,272.6
다사6261,다사6161,272.29
다사6206,다사6206,272.05
다바5564,다바5564,271.91
마라3482,마라3482,271.86
마라3690,마라3690,271.76
다사5352,다사5353,271.51
다사6155,다사6055,271.37
다바9613,다바9613,271.24
라라0162,라라0162,271.24
라바0045,라바0045,271.0
다사4850,다사4750,270.95
다사6047,다사6047,270.9
