O_GID,D_GID,VOL
다사5844,다사5844,3540.12
다사5452,다사5452,2951.04
다사4947,다사4947,2152.69
다사5352,다사5352,2130.02
다사5051,다사5051,2091.32
다사5451,다사5451,2037.34
다사5351,다사5351,1836.18
다사6045,다사6045,1826.49
마라4285,마라4285,1698.45
다사6445,다사6445,1512.73
다사5854,다사5854,1477.9
다사5645,다사5645,1458.57
다사5551,다사5551,1367.08
다사5149,다사5149,1290.65
다사6044,다사6044,1282.92
마라4185,마라4185,1275.98
다사5843,다사5843,1203.73
다사5851,다사5851,1152.75
다사5142,다사5142,1134.61
다사4447,다사4447,1100.77
다사5652,다사5652,1093.42
다사6748,다사6748,1089.6
다사5746,다사5746,1074.3
마라5186,마라5186,1056.56
다사5050,다사5050,1051.78
다사5951,다사5951,1040.98
다사0739,다사0739,1038.5
마라4583,마라4583,1027.58
마마0066,마마0066,1020.28
다사5553,다사5553,1019.82
다사4746,다사4746,1018.57
다사5944,다사5944,1012.49
마라3979,마라3979,993.11
다사3144,다사3144,978.65
다사4850,다사4850,972.54
다사4942,다사4942,972.11
다사5552,다사5552,968.4
다사5132,다사5132,961.8
다사6345,다사6345,958.2
다사6249,다사6249,954.32
다사6348,다사6348,941.72
다사6848,다사6848,940.04
다사7050,다사7050,932.67
다사3039,다사3039,929.68
다사5751,다사5751,928.78
다사6529,다사6529,925.21
다사4653,다사4653,923.89
다사4950,다사4950,921.61
다사5754,다사5754,917.02
다사5452,다사5352,907.05
다사4833,다사4833,905.08
다사5745,다사5745,904.02
라마9361,라마9361,900.69
다사5352,다사5452,896.51
다사6546,다사6546,890.91
다사6446,다사6446,882.45
다사4943,다사4943,878.35
다사6855,다사6855,874.87
다사2539,다사2539,873.45
다사3562,다사3562,862.3
다사5946,다사5946,862.16
다사5752,다사5752,851.27
마라5287,마라5287,851.15
마마0163,마마0163,847.6
다사6849,다사6849,845.43
라라9687,라라9687,840.24
다사5151,다사5151,836.82
다사5452,다사5552,836.43
다사5853,다사5853,832.92
다사6530,다사6530,831.07
마마6527,마마6527,829.63
다사5643,다사5643,828.38
다사6250,다사6250,818.19
다사6248,다사6248,813.55
다사6631,다사6631,811.31
다사6054,다사6054,811.0
다사6262,다사6262,810.46
마라3794,마라3794,808.97
라마9358,라마9358,803.11
다사5856,다사5856,802.59
마라0792,마라0792,791.79
다바9314,다바9314,787.44
마라4494,마라4494,785.62
다사6850,다사6850,784.17
다사0739,다사0640,783.76
다사7252,다사7252,782.15
다사6747,다사6747,779.24
다사6648,다사6648,778.83
다사5947,다사5947,778.06
다사4857,다사4857,776.93
다사6353,다사6353,776.85
마라4887,마라4887,775.54
마라4683,마라4683,767.09
다사6258,다사6258,763.69
다사6049,다사6049,763.16
마라4388,마라4388,760.12
다사5818,다사5818,759.11
다사5443,다사5443,758.62
다사4932,다사4932,757.65
다사4944,다사4944,754.9
다사4855,다사4855,752.81
다사4157,다사4157,751.04
다사5150,다사5150,744.57
다사4957,다사4957,744.01
다사5756,다사5756,743.51
다사4542,다사4542,739.58
다사6161,다사6161,736.72
마라4387,마라4387,724.88
다사6838,다사6838,720.69
다사6642,다사6642,717.65
다사4929,다사4929,717.09
다사6144,다사6144,716.49
다사4149,다사4149,712.78
다사6545,다사6545,710.6
다사5847,다사5847,708.85
다사6547,다사6547,705.27
마마6628,마마6628,703.08
다사5860,다사5860,702.91
다사6145,다사6145,697.86
다사5744,다사5744,694.85
다사2740,다사2740,693.85
라마9470,라마9470,693.59
다사0541,다사0541,690.71
다사5453,다사5453,690.17
다사5251,다사5251,687.77
다바9013,다바9013,683.35
마라4790,마라4790,683.14
다사5332,다사5332,681.35
다사5554,다사5554,680.74
다사6157,다사6157,680.66
다사3143,다사3143,680.19
다사5650,다사5650,676.88
다바6588,다바6588,676.15
다라4091,다라4091,672.28
다사4124,다사4124,671.17
다사6210,다사6210,669.83
다바6730,다바6730,668.35
마마7425,마마7425,668.17
다사6162,다사6162,666.19
다사5858,다사5858,663.55
다사5442,다사5442,663.54
다사4856,다사4856,662.82
다사5143,다사5143,662.68
다사6734,다사6734,662.42
다사6750,다사6750,661.01
다사4162,다사4162,655.62
다사4951,다사4951,655.08
다사4023,다사4023,655.04
마라2777,마라2777,646.74
다사6155,다사6155,646.66
다사6149,다사6149,646.59
다사6643,다사6643,644.14
다사5145,다사5145,639.38
다바9122,다바9122,638.63
다사3445,다사3445,637.73
마라3879,마라3879,632.65
다사6053,다사6053,631.72
다사5749,다사5749,631.22
다사2436,다사2436,628.06
다사6020,다사6020,626.57
다사5857,다사5857,624.46
다사6644,다사6644,621.96
다사7038,다사7038,621.81
다사4853,다사4853,621.74
다사3644,다사3644,619.74
다사5651,다사5651,618.54
다사2433,다사2433,618.19
다사6261,다사6261,615.94
다사6088,다사6088,612.31
다사5755,다사5755,609.17
다사5653,다사5653,608.1
마라4185,마라4285,607.25
다사4742,다사4742,603.42
다사4151,다사4151,602.99
다바9349,다바9349,601.21
다사6052,다사6052,597.55
다사6043,다사6043,597.06
다사5350,다사5350,596.35
라마9564,라마9564,596.24
라마9863,라마9863,593.89
다사4450,다사4450,593.73
다사3943,다사3943,592.74
다사4548,다사4548,591.28
마라4081,마라4081,591.01
다사2840,다사2840,588.04
다사3738,다사3738,587.83
다사4441,다사4441,586.76
다사5760,다사5760,585.7
라마8962,라마8962,583.35
다사5953,다사5953,583.35
다사4642,다사4642,583.01
다사2735,다사2735,582.54
다사5518,다사5518,581.94
다사5844,다사5843,580.56
다사4545,다사4545,579.37
마라3380,마라3380,579.17
다사4643,다사4643,578.02
마라4285,마라4185,574.72
다사6355,다사6355,574.67
다사5247,다사5247,573.99
다사5451,다사5351,570.35
다사3565,다사3565,568.84
다사5845,다사5845,568.33
다사5843,다사5844,568.24
다사4442,다사4442,567.65
다사6217,다사6217,567.54
라마9864,라마9864,567.15
다사6148,다사6148,566.13
다사5759,다사5759,563.26
다사5944,다사5844,562.76
다사4241,다사4241,561.04
다사5644,다사5644,557.68
다사5949,다사5949,556.72
마라4682,마라4682,553.85
다사3545,다사3545,553.68
다사5452,다사5451,553.04
다사3249,다사3249,552.67
마라2979,마라2979,552.64
다사6216,다사6216,552.46
다사5348,다사5348,551.96
다사2448,다사2448,551.86
다사5743,다사5743,550.88
다사5846,다사5846,548.75
다사4852,다사4852,548.7
다사4847,다사4847,547.43
다바9213,다바9213,547.06
다사4953,다사4953,546.66
다사5351,다사5451,546.62
다사6243,다사6243,544.19
다사6017,다사6017,543.39
다사3643,다사3643,539.22
다사6738,다사6738,538.01
다바8915,다바8915,536.07
다사2647,다사2647,534.44
다사5249,다사5249,534.08
다사2660,다사2660,533.88
다사6449,다사6449,533.76
다사5855,다사5855,533.74
다마5373,다마5373,533.64
마라4283,마라4283,533.18
마라4290,마라4290,532.85
다바8818,다바8818,532.32
다사5030,다사5030,532.19
라마9357,라마9357,531.88
다사4847,다사4947,529.51
다사6950,다사6950,529.15
다사4248,다사4248,528.26
마라4583,마라4683,527.09
다사5750,다사5750,527.01
다사6533,다사6533,526.9
마라5288,마라5288,526.31
다사4246,다사4246,526.08
다바9115,다바9115,525.74
마라4683,마라4583,525.49
다마6060,다마6060,525.35
다사5252,다사5252,524.81
다나0699,다나0699,524.67
다사3760,다사3760,522.99
마라0991,마라0991,521.39
다사4750,다사4750,521.06
다사6847,다사6847,520.78
다사6737,다사6737,519.69
라마9765,라마9765,519.19
라마9763,라마9763,517.89
다사6063,다사6063,517.73
마라4284,마라4284,516.76
다사6841,다사6841,516.51
다사5945,다사5945,513.07
라마9964,라마9964,512.69
다사5049,다사5049,512.42
다사7349,다사7349,511.49
다사6958,다사6958,510.96
다사4752,다사4752,509.93
다마6457,다마6457,509.84
마라3885,마라3885,509.32
다사4854,다사4854,509.17
다사5451,다사5452,507.74
다사7151,다사7151,504.38
마라4078,마라4078,504.36
다사6252,다사6252,504.35
마라0255,마라0255,501.65
다사4640,다사4640,501.4
다사5757,다사5757,501.38
다사6632,다사6632,501.33
다사5844,다사5944,501.28
다사4150,다사4150,501.22
다사2946,다사2946,501.0
마라4494,마라4394,500.21
다사2339,다사2339,499.65
다사7251,다사7251,499.45
마라4785,마라4785,499.04
마라4786,마라4786,498.89
다사6544,다사6544,498.53
다사6323,다사6323,498.08
다사5850,다사5850,497.69
다사3566,다사3566,496.99
다사4641,다사4641,496.58
마라4496,마라4496,496.44
다사5027,다사5027,496.35
다사5051,다사5050,496.27
다나0599,다나0599,495.15
다사5542,다사5542,493.31
다사4844,다사4844,493.28
다사6351,다사6351,492.87
다바6968,다바6968,492.43
다사6445,다사6446,491.19
다사4947,다사4946,489.85
라마9572,라마9572,488.0
다바9317,다바9317,487.94
다사5548,다사5548,487.61
마라3791,마라3791,487.58
다사6160,다사6160,486.64
다바9017,다바9017,486.45
다사4947,다사4847,485.07
다사4850,다사4950,484.83
마마0960,마마0960,483.69
다사4644,다사4644,482.61
다바6770,다바6770,481.75
다사5050,다사5051,481.06
마마0165,마마0165,480.69
다사3045,다사3045,480.6
다사4543,다사4543,480.55
마라4489,마라4489,480.51
다사6956,다사6956,480.17
다바8916,다바8916,478.67
다사6645,다사6645,477.6
라마9866,라마9866,477.42
다사5452,다사5453,477.4
다사6016,다사6016,477.25
다사2939,다사2939,477.22
마마1060,마마1060,477.19
마마6738,마마6738,476.81
다라3469,다라3469,476.22
다사5545,다사5545,475.85
다사6255,다사6255,475.76
다사4647,다사4647,474.43
다사4745,다사4745,472.27
다사6045,다사6145,471.34
다사4348,다사4348,470.33
다사6145,다사6045,469.98
다사6756,다사6756,467.5
다사5131,다사5131,467.38
다사5245,다사5245,467.31
다사6528,다사6528,466.99
다사6625,다사6625,464.96
마마5105,마마5105,464.92
다사5654,다사5654,464.59
다사7152,다사7152,464.56
다사6156,다사6156,464.54
다사6446,다사6445,464.37
다사5232,다사5232,464.03
다사3564,다사3564,463.67
다사6151,다사6151,463.65
마라4286,마라4286,462.97
마마1321,마마1321,462.86
마라4490,마라4490,462.64
다사4956,다사4956,460.38
다사3133,다사3133,459.96
다사4122,다사4122,458.04
마마0264,마마0264,457.76
다사5942,다사5942,456.98
다바8917,다바8917,456.78
라마9262,라마9262,456.36
다사4344,다사4344,455.45
다사4751,다사4751,455.15
마라4394,마라4494,454.1
다사4535,다사4535,453.33
다사6533,다사6633,453.19
다사3149,다사3149,453.15
다사4933,다사4933,453.06
다바6870,다바6870,452.51
다사5851,다사5951,452.3
마라4389,마라4389,452.2
다사6527,다사6527,451.58
다사4322,다사4322,449.9
다사4020,다사4020,449.74
다사5919,다사5919,449.49
마마1059,마마1059,449.24
마마5929,마마5929,448.0
다사4343,다사4343,447.69
다사5231,다사5231,445.83
다사2548,다사2548,445.67
다사3851,다사3851,445.51
다사6844,다사6844,445.15
다바7832,다바7832,444.84
다사4250,다사4250,444.23
다사6064,다사6064,443.17
다바8518,다바8518,442.97
다사5951,다사5851,442.96
다사6842,다사6842,442.71
마라3793,마라3793,442.44
라마9963,라마9963,441.87
다사6455,다사6455,441.62
다사6154,다사6154,440.66
다사4449,다사4449,440.64
다사5041,다사5041,440.18
마라4684,마라4684,439.78
라마8544,라마8544,438.66
다사6749,다사6749,438.32
다사5322,다사5322,438.14
다사2260,다사2260,438.01
다마6654,다마6654,437.38
다사4946,다사4947,437.04
마라4291,마라4291,436.46
다사4851,다사4851,436.25
라마9571,라마9571,436.24
마마6887,마마6887,435.16
다사6149,다사6249,434.49
마마6886,마마6886,433.81
마마0162,마마0162,433.53
다나1273,다나1273,432.94
다사5920,다사5920,432.64
다사4747,다사4747,432.51
다사5054,다사5054,431.1
다사5151,다사5051,430.59
다사5653,다사5553,430.47
라마9471,라마9471,429.77
다사2342,다사2342,429.18
다사5144,다사5144,428.08
다사2646,다사2646,427.81
마라1990,마라1990,427.04
마라3794,마라3793,426.56
다사5970,다사5970,425.69
다사6446,다사6546,425.3
다사5853,다사5854,424.94
다사6015,다사6015,424.54
다사5051,다사5151,423.65
다사5753,다사5753,422.96
다사6854,다사6854,422.29
마마0261,마마0261,421.75
다사3952,다사3952,421.69
다사6350,다사6350,420.67
다사6152,다사6152,420.65
다바8511,다바8511,420.44
다사4148,다사4148,420.1
마마0062,마마0062,419.89
다사3245,다사3245,419.8
다바9447,다바9447,419.58
다사6519,다사6519,419.04
다사5956,다사5956,418.52
다사6546,다사6446,418.37
다바9414,다바9414,418.15
다사7449,다사7449,417.94
다사2439,다사2439,416.83
다사5421,다사5421,415.83
다사6633,다사6533,415.28
마라4788,마라4788,415.03
다바8618,다바8618,414.24
다사5622,다사5622,414.19
다사7351,다사7351,413.28
다바9515,다바9515,413.17
다사6324,다사6324,412.88
다사6426,다사6426,412.51
다사6358,다사6358,412.14
다바6388,다바6388,411.8
다사6057,다사6057,411.62
다사6742,다사6742,410.75
다사6349,다사6349,409.33
마라4186,마라4186,408.82
다바8926,다바8926,408.53
다사6479,다사6479,408.44
다사6021,다사6021,408.04
마마0164,마마0164,408.02
마라4394,마라4394,407.48
다라4290,다라4290,406.81
마마3603,마마3603,406.09
마라4289,마라4289,405.1
다사1643,다사1643,404.96
다마2974,다마2974,404.66
마바0741,마바0741,404.44
다사5353,다사5353,404.38
다사9520,다사9520,404.35
다사5758,다사5758,404.33
마라3879,마라3979,403.94
다사3130,다사3130,402.12
다사3847,다사3847,401.96
다사4739,다사4739,401.91
다마5273,다마5273,401.58
다사5331,다사5331,401.37
마라3579,마라3579,401.28
마마6228,마마6228,400.83
마마0063,마마0063,400.72
다사3248,다사3248,400.18
다바7890,다바7890,400.05
다사5049,다사5149,399.99
다사5343,다사5343,399.44
다사4648,다사4648,399.11
다사5342,다사5342,399.07
다사3140,다사3140,398.76
다사6011,다사6011,398.68
마마0065,마마0065,398.67
다사6054,다사6055,398.58
다사3742,다사3742,398.48
다사4755,다사4755,398.4
다사6856,다사6856,397.51
다사7250,다사7250,397.44
다사6159,다사6159,397.17
다사3661,다사3661,397.05
라마9162,라마9162,396.72
다사5536,다사5536,396.22
다사5917,다사5917,396.14
다사4955,다사4955,395.96
다사5854,다사5853,394.24
다사6055,다사6055,393.51
다사4743,다사4743,392.74
다사3144,다사3143,392.59
다사6069,다사6069,391.87
마마5204,마마5204,391.54
다사4024,다사4024,391.33
다사5862,다사5862,391.24
다사5912,다사5912,390.63
다사5043,다사5043,390.54
다사4646,다사4646,390.43
라마9461,라마9461,390.31
마라1889,마라1889,390.3
다바9357,다바9357,389.92
다사4321,다사4321,389.86
라라9791,라라9791,389.77
다사5140,다사5140,388.99
다사6042,다사6042,388.93
다사6471,다사6471,388.87
라마9362,라마9362,388.72
다사5657,다사5657,387.8
다사6113,다사6113,387.77
다사2739,다사2739,387.6
라마8762,라마8762,387.48
마마6528,마마6528,386.92
마마0160,마마0160,386.63
라바0048,라바0048,385.62
다사6524,다사6524,385.58
다사4861,다사4861,384.83
라라1761,라라1761,384.24
다나1198,다나1198,384.19
라라9790,라라9790,384.02
다사5642,다사5642,383.69
다바8816,다바8816,383.65
다사3143,다사3144,382.65
다사2747,다사2747,382.56
다사5033,다사5033,381.88
다사7321,다사7321,381.8
다바8517,다바8517,381.72
다사6837,다사6837,381.49
다사1044,다사1044,381.12
다사7549,다사7549,380.22
다사6634,다사6634,379.94
마마1102,마마1102,379.62
마라4493,마라4493,379.6
마마6330,마마6330,379.42
다사4351,다사4351,379.38
다사5553,다사5653,378.4
다바9847,다바9847,378.31
다사6171,다사6171,377.85
다사5124,다사5124,377.6
마마7322,마마7322,377.51
다사5520,다사5520,376.43
다사4345,다사4345,375.69
다사2235,다사2235,375.66
마라4483,마라4483,375.62
다사6061,다사6061,375.58
마라4492,마라4492,375.56
다바7171,다바7171,375.0
다사2638,다사2638,374.67
다사5816,다사5816,374.47
다사5718,다사5718,374.34
다사4859,다사4859,373.97
다사4950,다사4850,373.74
다바6969,다바6969,373.44
다마6559,다마6559,373.38
다마5473,다마5473,371.95
라마9259,라마9259,371.91
다사6348,다사6248,371.39
다바9356,다바9356,370.47
다바9016,다바9016,369.75
다사5423,다사5423,369.28
마라4086,마라4086,368.1
다사3463,다사3463,367.96
다사6144,다사6044,367.63
다바8817,다바8817,367.08
다사5544,다사5544,366.92
다바9546,다바9546,366.72
마마5928,마마5928,366.04
다사4544,다사4544,365.71
다바9214,다바9214,365.67
다사4159,다사4159,365.47
라바6143,라바6143,364.99
마라3586,마라3586,364.27
다사5551,다사5552,363.32
다라4084,다라4084,362.94
다사3243,다사3243,362.84
라사3826,라사3826,362.81
다사4661,다사4661,362.46
마마0964,마마0964,362.33
다라0245,다라0245,362.12
마마6631,마마6631,361.54
다사4645,다사4645,361.46
다바9952,다바9952,361.25
다사5251,다사5351,361.24
다사6249,다사6149,360.74
다바9348,다바9348,360.31
마라5287,마라5288,359.42
다사6511,다사6511,359.18
다사6146,다사6146,358.54
다사4951,다사5051,358.48
다사2941,다사2941,358.12
다바6093,다바6093,358.09
다사5029,다사5029,358.07
다사6444,다사6444,357.76
다마4972,다마4972,357.72
다사5941,다사5941,357.69
다사3240,다사3240,357.46
다다0901,다다0901,357.18
다사4946,다사4946,357.17
다사5943,다사5943,355.97
다사5950,다사5951,355.59
마라4491,마라4491,355.27
다라0446,다라0446,355.13
라바3887,라바3887,355.12
다사3470,다사3470,354.51
다사5554,다사5553,354.37
다사6046,다사6046,354.33
다사6070,다사6070,354.08
다바6491,다바6491,354.03
마마3604,마마3604,353.49
다사4845,다사4845,352.44
다사5648,다사5648,352.36
다사6071,다사6071,352.07
다사4540,다사4540,351.7
다사5149,다사5049,351.68
마라3679,마라3679,350.97
다사6747,다사6847,350.94
라마9962,라마9962,350.45
다마6555,다마6555,349.89
다바6666,다바6666,349.61
다라3685,다라3685,349.03
다사6748,다사6648,348.3
다사5656,다사5656,348.26
라라9193,라라9193,348.13
다바9418,다바9418,347.7
다사5961,다사5961,347.65
다사6456,다사6456,347.23
마라4498,마라4498,346.76
라마9157,라마9157,346.09
다사7834,다사7834,345.4
다사6112,다사6112,345.32
라마9360,라마9360,345.21
다바9517,다바9517,345.1
다사4051,다사4051,345.01
다마2672,다마2672,344.69
마라3880,마라3880,344.69
마마6987,마마6987,344.67
라마9563,라마9563,344.33
다사6425,다사6425,344.27
다사4347,다사4347,343.59
다바8516,다바8516,343.35
라마9660,라마9660,343.17
라마9056,라마9056,342.52
다사4158,다사4158,342.11
다다1403,다다1403,342.1
라라0161,라라0161,341.76
라마9258,라마9258,341.62
다사4160,다사4160,341.6
다사5229,다사5229,341.58
마라2494,마라2494,341.41
다바6365,다바6365,341.3
마라3793,마라3794,341.01
다바7733,다바7733,340.54
다사5046,다사5046,340.15
다사6448,다사6448,339.64
마마0166,마마0166,339.56
다사3665,다사3665,339.44
다사2531,다사2531,339.35
다사6920,다사6920,339.06
다사6648,다사6748,338.91
다사3445,다사3545,338.72
다사3927,다사3927,338.69
다사5149,다사5150,338.26
라마9459,라마9459,338.24
다사5045,다사5045,338.19
다사6254,다사6254,337.72
다사3825,다사3825,337.65
다사5971,다사5971,337.31
다사6849,다사6848,336.46
다사6530,다사6529,336.12
다사5951,다사5950,335.93
다사6145,다사6146,335.9
마라4493,마라4494,335.76
다바7732,다바7732,335.62
다사6257,다사6257,335.22
다사5242,다사5242,335.01
다사9943,다사9943,334.79
다사3054,다사3054,334.74
다사6248,다사6249,334.43
마라5288,마라5287,334.23
다사5351,다사5251,334.04
다사6045,다사6044,334.01
다사6848,다사6849,333.89
다바6390,다바6390,333.38
다사5761,다사5761,333.06
다사6146,다사6145,333.02
마라4383,마라4383,332.79
마라4685,마라4685,332.64
다사3270,다사3270,332.24
다사6354,다사6354,331.57
마라4688,마라4688,331.35
라마8663,라마8663,331.26
다바7831,다바7831,331.15
다사6223,다사6223,331.03
다바9346,다바9346,330.53
다사2631,다사2631,330.51
다사5752,다사5652,330.09
마라3884,마라3884,328.78
다바8030,다바8030,328.71
다나0499,다나0499,328.46
마라3987,마라3987,328.24
다사2655,다사2655,328.21
라마9666,라마9666,328.2
다사5944,다사6044,327.72
다사3923,다사3923,327.68
다사4803,다사4803,327.62
다사5422,다사5422,327.4
다사5644,다사5744,327.38
다사3364,다사3364,326.49
다사5233,다사5233,326.33
다사5651,다사5551,326.15
마라5798,마라5798,326.09
다사6526,다사6526,325.68
마라4390,마라4390,325.58
다사3841,다사3841,325.43
라마9865,라마9865,325.19
마마0262,마마0262,324.7
다사4942,다사4943,324.65
다사6248,다사6348,324.34
다사5444,다사5444,323.67
다사6370,다사6370,323.4
라바0611,라바0611,323.35
다사3158,다사3158,323.31
마라1979,마라1979,323.2
다사2432,다사2432,323.08
다사2959,다사2959,322.83
다사4958,다사4958,322.61
다사4346,다사4346,322.51
다사3055,다사3055,322.51
마라4494,마라4493,322.49
다사3863,다사3863,322.14
다사3725,다사3725,321.93
마마5204,마마5104,321.65
다사5042,다사5042,321.5
다사4951,다사4950,321.37
마마0067,마마0067,320.96
다사5521,다사5521,320.55
다라4686,다라4686,320.54
다사5859,다사5859,320.42
다마6660,다마6660,320.31
다사6643,다사6644,319.95
마라3979,마라3879,319.72
마라3784,마라3784,319.56
다사6529,다사6530,319.52
다사6633,다사6633,319.43
다사5150,다사5149,319.42
다사2538,다사2538,318.96
다사5543,다사5543,318.41
다바8131,다바8131,318.12
다사5621,다사5621,317.92
다사2741,다사2741,317.82
다사4147,다사4147,317.77
다사5349,다사5349,317.74
다사6067,다사6067,317.66
다사5719,다사5719,317.57
다사5551,다사5651,317.46
마마5010,마마5010,317.26
다바2650,다바2650,316.85
마라4286,마라4285,316.76
라마9960,라마9960,316.31
다바6670,다바6670,316.19
다바8346,다바8346,315.85
다사5919,다사5920,315.71
다라9863,다라9863,315.53
다사4928,다사4928,315.29
다사6044,다사6045,315.19
마라0396,마라0396,314.62
다사6647,다사6647,314.29
다바6771,다바6771,314.07
다사6049,다사5949,313.6
라마9257,라마9257,313.55
라마9464,라마9464,313.19
다사6919,다사6919,313.01
다사5950,다사5950,312.61
다사6153,다사6153,312.42
마마0863,마마0863,312.35
다마2874,다마2874,311.79
마사2174,마사2174,311.02
다사6944,다사6944,311.0
다사5243,다사5243,310.63
마라4686,마라4686,310.58
마마6781,마마6781,309.67
마라4789,마라4789,309.62
다사3631,다사3631,309.24
다사5949,다사6049,308.83
다사4929,다사4928,308.81
다사5844,다사5744,308.72
다사4024,다사4124,308.49
다사5652,다사5752,308.38
다사5019,다사5019,307.9
다다0500,다다0500,307.88
다사3545,다사3445,307.59
다사7415,다사7415,307.45
다바9318,다바9318,307.03
마라4692,마라4692,306.99
다사5453,다사5452,306.84
다사6245,다사6245,306.76
다바7734,다바7734,306.69
다사3244,다사3244,306.43
다사5852,다사5852,306.38
라바0146,라바0146,306.29
마마6428,마마6428,306.19
다라3787,다라3787,306.17
라라9892,라라9892,305.69
라마9062,라마9062,304.92
다사5130,다사5130,304.85
다사6644,다사6643,304.61
다사5333,다사5333,304.5
라마9863,라마9864,304.15
다사6621,다사6621,304.13
라마9864,라마9863,303.92
다사5962,다사5962,303.92
다사5148,다사5148,303.73
마라4285,마라4286,303.53
다사4125,다사4125,303.52
다사4331,다사4331,303.25
마라2497,마라2497,303.09
다사5847,다사5947,302.93
다사5119,다사5119,302.86
다마6959,다마6959,302.84
다사5557,다사5557,302.78
다사2440,다사2440,302.74
다사4943,다사4942,302.4
다사6249,다사6248,302.4
다사6945,다사6945,302.33
다라0146,다라0146,302.19
다사5319,다사5319,302.02
다사6957,다사6957,301.93
다사5952,다사5952,301.87
다사6631,다사6632,301.74
마라3479,마라3479,301.52
다사5845,다사5844,301.49
라마9468,라마9468,301.4
다사2448,다사2548,301.35
다사5552,다사5452,301.22
다사6155,다사6055,301.09
다사6609,다사6609,300.96
다사6012,다사6012,300.67
다사6841,다사6842,300.67
다사2556,다사2556,300.28
다사5145,다사5245,299.99
다사2945,다사2945,299.65
다사6938,다사6938,299.49
마마5104,마마5104,299.21
다사2660,다사2760,298.31
다바9025,다바9025,297.71
라마5593,라마5593,297.71
다사4945,다사4945,297.65
라라0262,라라0262,297.64
다사6345,다사6445,297.4
다사5352,다사5351,297.12
다사6161,다사6162,297.1
마라5086,마라5086,297.09
마마3502,마마3502,297.05
다사5744,다사5844,296.42
다바8515,다바8515,296.4
다사6744,다사6744,296.09
다사4242,다사4242,295.78
다바8514,다바8514,295.78
라마9458,라마9458,295.76
다사5551,다사5451,295.47
마라4392,마라4392,295.35
다사5132,다사5131,294.87
다사7039,다사7039,294.8
다사6855,다사6854,294.67
다사2548,다사2448,294.54
다사5957,다사5957,294.44
라라1839,라라1839,294.4
마마7176,마마7176,294.11
다사5817,다사5817,294.04
마바1240,마바1240,293.76
다사4448,다사4448,293.74
마마3704,마마3704,293.48
다사6051,다사6051,293.31
다라5374,다라5374,292.62
다사5322,다사5321,292.12
다사5819,다사5819,292.11
다사5155,다사5155,291.94
다바6669,다바6669,291.56
마라3482,마라3482,291.51
다사6256,다사6256,291.51
다사6743,다사6743,291.44
다바9015,다바9015,291.4
마라5186,마라5086,291.39
다사3345,다사3445,291.22
다사5032,다사5032,291.04
다사3664,다사3664,290.86
다사6643,다사6642,290.56
다사5960,다사5960,290.46
다사2734,다사2734,290.07
다사5127,다사5127,290.01
마마6582,마마6582,290.01
다사3327,다사3327,289.63
다사5051,다사4951,288.95
다사4928,다사4929,288.9
다사6348,다사6349,288.62
다바7834,다바7834,288.61
다마3175,다마3175,288.12
다사5133,다사5133,288.12
마라4689,마라4689,287.92
마마7427,마마7427,287.65
다사6211,다사6211,287.58
다사6843,다사6843,286.97
다라4681,다라4681,286.94
마마1064,마마1064,286.92
라마9562,라마9562,286.45
다사6545,다사6546,286.2
다사6044,다사5944,286.13
다사3145,다사3145,285.76
다사6642,다사6643,285.74
다사5251,다사5352,285.73
다사4244,다사4244,285.65
다사6055,다사6054,285.23
다사6044,다사6144,285.21
다바9613,다바9613,285.1
다사5045,다사5145,285.01
다사6445,다사6546,284.76
마마0961,마마0961,284.51
다사6632,다사6631,284.43
다라4887,다라4887,284.1
다사5954,다사5954,283.42
다마2873,다마2873,283.12
다마5273,다마5373,282.92
다사6345,다사6346,282.78
다사6346,다사6346,282.46
다사3345,다사3345,282.42
라마9961,라마9961,282.4
마라5086,마라5186,282.29
라바0045,라바0045,282.22
다사3543,다사3543,282.16
다사6258,다사6358,282.01
다사4124,다사4024,281.9
다바0664,다바0664,281.78
다사4853,다사4953,281.71
다사4143,다사4143,281.54
다사4841,다사4841,281.1
다사2360,다사2360,281.1
라마9358,라마9258,280.97
마라0793,마라0793,280.9
다바5564,다바5564,280.76
다사5052,다사5051,280.61
마라5286,마라5286,280.54
다사6162,다사6161,280.4
다사6634,다사6734,280.39
다마6558,다마6558,280.22
다바9852,다바9852,280.11
다사2760,다사2760,279.6
라마9572,라마9571,279.49
다사6848,다사6748,279.31
다바6080,다바6080,279.15
마라4488,마라4488,279.15
다사5643,다사5743,279.1
다사3040,다사3040,278.72
마라4497,마라4497,278.64
다사6748,다사6848,278.62
다사5963,다사5963,278.38
다마5373,다마5273,278.17
마마1159,마마1159,278.09
마라4290,마라4190,277.79
다바8512,다바8512,277.07
다사3642,다사3642,276.72
다사4647,다사4747,276.52
다사5820,다사5820,276.47
다사5751,다사5752,276.44
다사6055,다사6155,276.41
다사5644,다사5645,276.16
다사5351,다사5352,276.15
마라4287,마라4287,276.06
마라0255,마라0254,275.98
마라5287,마라5286,275.97
다사4959,다사4959,275.77
다사6528,다사6527,275.68
다사3048,다사3048,275.67
다사3445,다사3444,275.65
다사5944,다사5945,275.38
다마6656,다마6656,275.24
다사7761,다사7761,275.1
다사4052,다사4052,275.09
다사4847,다사4848,275.05
다바8815,다바8815,274.71
마라4388,마라4387,274.06
다사6546,다사6445,273.78
마마3805,마마3805,273.63
